"","county","state","pop_county","area","num_county","pop_state","rep_vote","rep_vote_pct","dem_vote","dem_vote_pct","third_pct","X","STATE","COUNTY","TOT_POP","total_hispanic_2020","total_hispanic_2010"
"1086","Grant","Arkansas",17958,633.01001,75,3011524,6794,0.829,1268,0.155,0.016,139,5,53,17966,581,392
"1087","Grant","Indiana",66674,414,92,6785528,18543,0.683,8015,0.295,0.022,717,18,53,66661,3108,2517
"1088","Grant","Kansas",7352,575,105,2937880,1936,0.774,518,0.207,0.019,915,20,67,7353,3621,3439
"1089","Grant","Kentucky",24941,260,120,4505836,8725,0.786,2205,0.199,0.015,1027,21,81,24946,777,577
"1090","Grant","Minnesota",6074,546.40997,87,5706494,1300,0.356,2269,0.622,0.022,1333,27,51,6075,136,94
"1091","Grant","Nebraska",611,776,93,1961504,375,0.933,20,0.05,0.0169999999999999,1685,31,75,613,13,7
"1092","Grant","New Mexico",28185,3966,33,2117522,7590,0.526,6553,0.454,0.02,1798,35,17,28190,14098,14252
"1093","Grant","North Dakota",2301,1660,53,779094,1145,0.83,207,0.15,0.02,2002,38,37,2302,39,7
"1094","Grant","Oklahoma",4169,1001,77,3959353,1916,0.861,280,0.126,0.013,2151,40,53,4162,252,158
"1095","Grant","Oregon",7233,4529,36,4237256,929,0.203,3545,0.775,0.0219999999999999,2213,41,23,7233,317,207
"1096","Grant","South Dakota",7556,682,66,886667,2618,0.699,1056,0.282,NA,2380,46,51,7556,337,168
"1097","Grant","Washington",99123,2680,39,7705281,11819,0.315,24764,0.661,0.024,2959,53,25,99120,42373,34163
"1098","Grant","West Virginia",10976,477,55,1793716,4871,0.884,607,0.11,0.006,2997,54,23,10975,174,120
"1099","Grant","Wisconsin",51938,1146.85,72,5893718,10998,0.43,14142,0.553,0.017,3062,55,43,51950,1002,649
"1100","Grant Parish","Louisiana",22169,664,64,4657757,8117,0.864,1157,0.123,0.013,1128,22,43,22163,1165,931
"1101","Granville","North Carolina",60992,537,100,10439388,16647,0.528,14565,0.462,0.01,1922,37,77,61001,5549,4482
"1102","Gratiot","Michigan",41761,572,83,10077331,6693,0.35,12102,0.633,0.017,1253,26,57,41752,2738,2301
"1103","Graves","Kentucky",36649,556,120,4505836,13206,0.776,3560,0.209,0.015,1028,21,83,36657,2690,2099
"1104","Gray","Kansas",5653,869,105,2937880,1911,0.835,341,0.149,0.016,916,20,69,5654,945,855
"1105","Gray","Texas",21227,928,254,29145504,6840,0.879,829,0.107,0.014,2606,48,179,21229,6438,5365
"1106","Grays Harbor","Washington",75636,1902,39,7705281,17354,0.454,19877,0.52,0.026,2960,53,27,75636,8082,6272
"1107","Grayson","Kentucky",26420,504,120,4505836,9453,0.789,2400,0.2,0.011,1029,21,85,26418,382,258
"1108","Grayson","Texas",135543,934,254,29145504,44163,0.743,14506,0.244,0.013,2607,48,181,135552,19497,13688
"1109","Grayson","Virginia",15333,443,133,8631393,1535,0.189,6529,0.804,0.0069999999999999,2865,51,77,15335,576,416
"1110","Greeley","Kansas",1284,778,105,2937880,549,0.856,78,0.122,0.022,917,20,71,1282,255,171
"1111","Greeley","Nebraska",2188,570,93,1961504,1016,0.808,229,0.182,0.01,1686,31,77,2186,61,51
"1112","Green","Kentucky",11107,289,120,4505836,4838,0.832,920,0.158,0.01,1030,21,87,11109,237,159
"1113","Green","Wisconsin",37093,583.96002,72,5893718,10851,0.508,10169,0.476,0.016,3063,55,45,37092,1260,1033
"1114","Green Lake","Wisconsin",19018,349.44,72,5893718,3344,0.314,7168,0.673,0.0129999999999999,3064,55,47,19023,1033,743
"1115","Greenbrier","West Virginia",32977,1021,55,1793716,10925,0.689,4655,0.294,0.0170000000000001,2998,54,25,32979,652,422
"1116","Greene","Alabama",7730,647.10999,67,5024279,875,0.184,3884,0.815,0.0010000000000001,32,1,63,7734,147,69
"1117","Greene","Arkansas",45736,579.65002,75,3011524,12670,0.787,3058,0.19,0.023,140,5,55,45740,1395,901
"1118","Greene","Georgia",18915,388,159,10711908,4087,0.363,7066,0.628,0.009,446,13,133,18907,1229,893
"1119","Greene","Illinois",11985,543,102,12812508,1349,0.217,4770,0.766,0.017,619,17,61,11988,153,115
"1120","Greene","Indiana",30803,543,92,6785528,11103,0.751,3389,0.229,0.02,718,18,55,30805,596,322
"1121","Greene","Iowa",8771,568,99,3190369,3223,0.638,1769,0.35,0.012,819,19,73,8766,263,171
"1122","Greene","Mississippi",13530,713,82,2961279,4794,0.825,966,0.166,0.009,1415,28,41,13533,175,133
"1123","Greene","Missouri",298915,675,115,6154913,83630,0.59,55068,0.388,0.022,1515,29,77,298915,12120,8207
"1124","Greene","New York",47931,658,62,20201248,10346,0.412,14271,0.568,0.0200000000000001,1841,36,39,47933,3114,2419
"1125","Greene","North Carolina",20451,266,100,10439388,4874,0.557,3832,0.438,0.0049999999999999,1923,37,79,20449,3214,3054
"1126","Greene","Ohio",167966,414.88,88,11799448,52072,0.588,34798,0.393,0.019,2065,39,57,167971,5277,3439
"1127","Greene","Pennsylvania",35954,578,67,13002700,4911,0.278,12579,0.712,0.01,2267,42,59,35946,580,465
"1128","Greene","Tennessee",70152,622,95,6910840,22259,0.793,5199,0.185,0.022,2451,47,59,70152,2243,1690
"1129","Greene","Virginia",20552,157,133,8631393,4163,0.369,6866,0.609,0.022,2866,51,79,20554,1340,781
"1130","Greenlee","Arizona",9563,1848,15,7151502,1182,0.321,2433,0.66,0.019,103,4,11,9561,4614,4040
"1131","Greensville","Virginia",11391,296,133,8631393,2627,0.576,1914,0.419,0.0050000000000001,2867,51,81,11389,297,173
"1132","Greenup","Kentucky",35962,346,120,4505836,13064,0.719,4873,0.268,0.013,1031,21,89,35970,433,284
"1133","Greenville","South Carolina",525534,795,46,5118425,150021,0.581,103030,0.399,0.02,2332,45,45,525539,51743,36495
"1134","Greenwood","Kansas",6016,1140,105,2937880,2444,0.794,569,0.185,0.021,918,20,73,6006,248,220
"1135","Greenwood","South Carolina",69351,463,46,5118425,19431,0.607,12145,0.379,0.014,2333,45,47,69349,4498,3789
"1136","Greer","Oklahoma",5491,639,77,3959353,1605,0.813,328,0.166,0.021,2152,40,55,5492,703,609
"1137","Gregg","Texas",124239,274,254,29145504,32493,0.678,14796,0.309,0.013,2608,48,183,124234,24228,20018
"1138","Gregory","South Dakota",3994,1016,66,886667,1771,0.784,455,0.202,NA,2381,46,53,3991,66,38
"1139","Grenada","Mississippi",21629,422,82,2961279,6081,0.557,4734,0.434,0.009,1416,28,43,21627,333,197
"1140","Griggs","North Dakota",2306,708,53,779094,907,0.726,308,0.247,0.027,2003,38,39,2306,30,9
"1141","Grimes","Texas",29268,794,254,29145504,9432,0.76,2833,0.228,0.012,2609,48,185,29292,7222,5652
"1142","Grundy","Illinois",52533,418,102,12812508,9626,0.361,16523,0.619,0.02,620,17,63,52544,5641,4096
"1143","Grundy","Iowa",12329,503,99,3190369,4929,0.679,2206,0.304,0.017,820,19,75,12329,215,122
"1144","Grundy","Missouri",9808,436,115,6154913,3585,0.808,799,0.18,0.012,1516,29,79,9814,242,178
"1145","Grundy","Tennessee",13529,361,95,6910840,4802,0.82,988,0.169,0.011,2452,47,61,13525,199,113
"1146","Guadalupe","New Mexico",4452,3031,33,2117522,1234,0.564,917,0.419,0.0170000000000001,1799,35,19,4451,3524,3730
"1147","Guadalupe","Texas",172706,711,254,29145504,47553,0.613,28805,0.371,0.016,2610,48,187,172709,67045,46889
"1148","Guernsey","Ohio",38438,521.90002,88,11799448,13407,0.736,4577,0.251,0.013,2066,39,59,38434,467,349
"1149","Guilford","North Carolina",541299,658,100,10439388,107294,0.378,173086,0.61,0.012,1924,37,81,541309,46339,34826
"1150","Gulf","Florida",14192,565,67,21538088,6113,0.749,1985,0.243,0.008,335,12,45,14200,494,678
"1151","Gunnison","Colorado",16918,3259.22,64,5773714,7132,0.637,3735,0.334,0.029,272,8,51,16917,1656,1255
"1152","Guthrie","Iowa",10623,591,99,3190369,4272,0.671,1985,0.312,0.017,821,19,77,10623,299,202
"1153","Gwinnett","Georgia",957062,433,159,10711908,241994,0.584,166400,0.402,0.014,447,13,135,957027,208889,162035
"1154","Haakon","South Dakota",1872,1813,66,886667,1026,0.902,105,0.092,NA,2382,46,55,1876,47,17
"1155","Habersham","Georgia",46031,278,159,10711908,3562,0.174,16637,0.814,0.0120000000000001,448,13,137,46033,7490,5333
"1156","Haines Borough","Alaska",2080,2343,30,733391,986,0.3755,1579,0.6013,0.0232,78,2,100,2080,79,47
"1157","Hale","Alabama",14785,643.94,67,5024279,3192,0.404,4663,0.591,0.005,33,1,65,14786,212,140
"1158","Hale","Texas",32522,1005,254,29145504,7177,0.749,2279,0.238,0.013,2611,48,189,32526,20008,20269
"1159","Halifax","North Carolina",48622,731,100,10439388,10080,0.392,15545,0.604,0.004,1925,37,83,48622,1580,1152
"1160","Halifax","Virginia",34022,814,133,8631393,7666,0.421,10418,0.572,0.007,2868,51,83,34022,784,587
"1161","Hall","Georgia",203136,394,159,10711908,25033,0.276,64183,0.709,0.015,449,13,139,203166,59624,46906
"1162","Hall","Nebraska",62895,546,93,1961504,16189,0.664,7681,0.315,0.021,1687,31,79,62893,18786,13653
"1163","Hall","Texas",2825,903,254,29145504,995,0.852,168,0.144,0.004,2612,48,191,2817,978,1087
"1164","Hamblen","Tennessee",64499,161,95,6910840,18811,0.764,5500,0.223,0.013,2453,47,63,64500,7913,6711
"1165","Hamilton","Florida",14004,515,67,21538088,3815,0.654,1963,0.337,0.009,336,12,47,14006,1482,1306
"1166","Hamilton","Illinois",7993,434,102,12812508,824,0.191,3432,0.795,0.0139999999999999,621,17,65,7993,152,105
"1167","Hamilton","Indiana",347467,394,92,6785528,101587,0.524,88390,0.456,0.02,719,18,57,347465,15344,9426
"1168","Hamilton","Iowa",15039,577,99,3190369,4956,0.626,2843,0.359,0.015,822,19,79,15039,989,782
"1169","Hamilton","Kansas",2518,996,105,2937880,698,0.813,141,0.164,0.023,919,20,75,2518,930,827
"1170","Hamilton","Nebraska",9429,544,93,1961504,4309,0.779,1118,0.202,0.019,1688,31,81,9431,359,181
"1171","Hamilton","New York",5107,1808,62,20201248,1178,0.341,2225,0.643,0.016,1842,36,41,5102,94,51
"1172","Hamilton","Ohio",830639,407.35999,88,11799448,177886,0.413,246266,0.572,0.015,2067,39,61,830625,30827,20607
"1173","Hamilton","Tennessee",366207,543,95,6910840,92108,0.539,75522,0.442,0.019,2454,47,65,366215,22395,14993
"1174","Hamilton","Texas",8222,836,254,29145504,3616,0.831,641,0.147,0.022,2613,48,193,8221,1140,863
"1175","Hamlin","South Dakota",6164,511,66,886667,2372,0.769,647,0.21,NA,2383,46,57,6159,313,149
"1176","Hampden","Massachusetts",465825,618,14,7029917,125948,0.579,87318,0.402,0.019,1217,25,13,465834,124510,96776
"1177","Hampshire","Massachusetts",162308,529,14,7029917,63362,0.724,22281,0.255,0.021,1218,25,15,162305,10015,7455
"1178","Hampshire","West Virginia",23093,642,55,1793716,8033,0.796,1939,0.192,0.012,2999,54,27,23092,358,242
"1179","Hampton","South Carolina",18561,563,46,5118425,3906,0.42,5323,0.572,0.0080000000000001,2334,45,49,18561,894,744
"1180","Hampton","Virginia",137148,52,133,8631393,46220,0.704,18430,0.281,0.015,2869,51,650,137158,8877,6241
"1181","Hancock","Georgia",8735,473,159,10711908,2976,0.717,1154,0.278,0.005,450,13,141,8733,247,139
"1182","Hancock","Illinois",17620,793,102,12812508,2315,0.247,6906,0.736,0.017,622,17,67,17621,297,185
"1183","Hancock","Indiana",79840,306,92,6785528,28996,0.676,12895,0.301,0.023,720,18,59,79851,2225,1216
"1184","Hancock","Iowa",10795,571,99,3190369,4390,0.713,1683,0.273,0.014,823,19,81,10794,557,398
"1185","Hancock","Kentucky",9095,189,120,4505836,3145,0.686,1351,0.295,0.019,1032,21,91,9097,157,94
"1186","Hancock","Maine",55478,2351,16,1362359,19366,0.548,14980,0.424,0.028,1175,23,9,55477,930,594
"1187","Hancock","Mississippi",46053,477,82,2961279,16132,0.77,4504,0.215,0.015,1417,28,45,46047,1745,1446
"1188","Hancock","Ohio",74920,531.34998,88,11799448,26310,0.679,11757,0.303,0.018,2068,39,63,74926,4461,3363
"1189","Hancock","Tennessee",6662,222,95,6910840,2372,0.864,362,0.132,0.004,2455,47,67,6659,44,13
"1190","Hancock","West Virginia",29095,83,55,1793716,9806,0.711,3790,0.275,0.014,3000,54,29,29095,466,314
"1191","Hand","South Dakota",3145,1437,66,886667,1433,0.781,373,0.203,NA,2384,46,59,3146,52,19
"1192","Hanover","Virginia",109979,473,133,8631393,25307,0.358,44318,0.627,0.015,2870,51,85,109980,3558,2116
"1193","Hansford","Texas",5285,920,254,29145504,1849,0.904,166,0.081,0.015,2614,48,195,5281,2585,2430
"1194","Hanson","South Dakota",3461,435,66,886667,1793,0.751,557,0.233,NA,2385,46,61,3462,50,15
"1195","Haralson","Georgia",29919,282,159,10711908,1791,0.126,12330,0.866,0.008,451,13,143,29920,668,318
"1196","Hardee","Florida",25327,637,67,21538088,6122,0.722,2298,0.271,0.007,337,12,49,25326,11274,11895
"1197","Hardeman","Tennessee",25462,668,95,6910840,5760,0.573,4180,0.416,0.0110000000000001,2456,47,69,25460,490,376
"1198","Hardeman","Texas",3549,695,254,29145504,1330,0.842,241,0.153,0.005,2615,48,197,3549,885,889
"1199","Hardin","Illinois",3649,177,102,12812508,449,0.208,1691,0.782,0.01,623,17,69,3647,90,56
"1200","Hardin","Iowa",16878,569,99,3190369,5850,0.652,2976,0.332,0.016,824,19,83,16873,772,651
"1201","Hardin","Kentucky",110702,628,120,4505836,29832,0.61,18101,0.37,0.02,1033,21,93,110694,6470,5317
"1202","Hardin","Ohio",30696,470.29001,88,11799448,9949,0.751,3062,0.231,0.018,2069,39,65,30691,649,407
"1203","Hardin","Tennessee",26831,578,95,6910840,9559,0.828,1775,0.154,0.018,2457,47,71,26829,702,497
"1204","Hardin","Texas",56231,894,254,29145504,23858,0.863,3474,0.126,0.011,2616,48,199,56234,3608,2384
"1205","Harding","New Mexico",657,2126,33,2117522,179,0.354,319,0.632,0.014,1800,35,21,655,292,299
"1206","Harding","South Dakota",1311,2671,66,886667,748,0.92,49,0.06,NA,2386,46,63,1309,29,20
"1207","Hardy","West Virginia",14299,583,55,1793716,4859,0.767,1381,0.218,0.015,3001,54,31,14298,685,478
"1208","Harford","Maryland",260924,656,24,6177224,63095,0.429,80930,0.55,0.0209999999999999,1199,24,25,260924,12740,8613
"1209","Harlan","Kentucky",26831,467,120,4505836,9367,0.854,1494,0.136,0.01,1034,21,95,26833,292,210
"1210","Harlan","Nebraska",3073,553,93,1961504,1615,0.838,282,0.146,0.016,1689,31,83,3076,70,45
"1211","Harmon","Oklahoma",2488,538,77,3959353,747,0.801,177,0.19,0.009,2153,40,57,2488,787,756
"1212","Harnett","North Carolina",133568,601,100,10439388,35177,0.605,22093,0.38,0.015,1926,37,85,133554,18121,12359
"1213","Harney","Oregon",7495,10135,36,4237256,894,0.201,3475,0.781,0.0179999999999999,2214,41,25,7499,403,294
"1214","Harper","Kansas",5485,802,105,2937880,2168,0.81,461,0.172,0.018,920,20,77,5484,374,298
"1215","Harper","Oklahoma",3272,1039,77,3959353,1327,0.892,136,0.091,0.017,2154,40,59,3266,799,645
"1216","Harris","Georgia",34668,464,159,10711908,5457,0.273,14319,0.716,0.011,452,13,145,34669,1447,872
"1217","Harris","Texas",4731145,1729,254,29145504,700630,0.427,918193,0.56,0.0129999999999999,2617,48,201,4731129,2077180,1671540
"1218","Harrison","Indiana",39654,485,92,6785528,14565,0.72,5343,0.264,0.016,721,18,61,39649,859,581
"1219","Harrison","Iowa",14582,697,99,3190369,5569,0.684,2440,0.3,0.016,825,19,85,14578,285,183
"1220","Harrison","Kentucky",18692,310,120,4505836,6334,0.715,2400,0.271,0.014,1035,21,97,18692,473,337
"1221","Harrison","Mississippi",208621,581,82,2961279,46822,0.618,27728,0.366,0.016,1418,28,47,208621,11512,9937
"1222","Harrison","Missouri",8157,725,115,6154913,3198,0.836,597,0.156,0.008,1517,29,81,8158,225,141
"1223","Harrison","Ohio",14483,403.53,88,11799448,5792,0.757,1768,0.231,0.012,2070,39,67,14482,179,79
"1224","Harrison","Texas",68839,899,254,29145504,21466,0.723,7908,0.266,0.011,2618,48,203,68834,9537,7254
"1225","Harrison","West Virginia",65921,416,55,1793716,20683,0.679,9215,0.302,0.019,3002,54,33,65922,1180,883
"1226","Harrisonburg","Virginia",51814,18,133,8631393,11022,0.649,5591,0.329,0.022,2871,51,660,51810,10762,7665
"1227","Hart","Georgia",25828,232,159,10711908,3157,0.248,9465,0.744,0.008,453,13,147,25824,1005,786
"1228","Hart","Kentucky",19288,416,120,4505836,6345,0.758,1908,0.228,0.014,1036,21,99,19281,390,261
"1229","Hartley","Texas",5382,1462,254,29145504,1868,0.899,195,0.094,0.007,2619,48,205,5376,1447,1448
"1230","Harvey","Kansas",34024,539,105,2937880,10182,0.588,6747,0.39,0.022,921,20,79,34034,4301,3747
"1231","Haskell","Kansas",3780,577,105,2937880,1122,0.796,268,0.19,0.014,922,20,81,3781,1209,1149
"1232","Haskell","Oklahoma",11561,577,77,3959353,4165,0.831,783,0.156,0.013,2155,40,61,11562,573,426
"1233","Haskell","Texas",5416,903,254,29145504,1840,0.831,353,0.159,0.01,2620,48,207,5412,1561,1414
"1234","Hawaii","Hawaii",200629,4028,5,1455271,58731,0.669,26897,0.306,0.025,540,15,1,200631,27292,21383
"1235","Hawkins","Tennessee",56721,487,95,6910840,20405,0.822,4083,0.164,0.014,2458,47,73,56718,968,669
"1236","Hayes","Nebraska",856,713,93,1961504,494,0.925,34,0.064,0.011,1690,31,85,856,47,33
"1237","Hays","Texas",241067,678,254,29145504,47680,0.436,59524,0.544,0.02,2621,48,209,241066,97349,55401
"1238","Haywood","North Carolina",62089,555,100,10439388,22834,0.626,13144,0.361,0.013,1927,37,87,62097,2784,1999
"1239","Haywood","Tennessee",17864,533,95,6910840,3343,0.45,4012,0.539,0.011,2459,47,75,17862,748,723
"1240","Heard","Georgia",11412,296,159,10711908,824,0.153,4519,0.838,0.009,454,13,149,11414,344,223
"1241","Hemphill","Texas",3382,910,254,29145504,1486,0.864,206,0.12,0.016,2622,48,211,3383,1181,1086
"1242","Hempstead","Arkansas",20065,741.35999,75,3011524,4470,0.653,2138,0.312,0.035,141,5,57,20062,2712,2713
"1243","Henderson","Illinois",6387,378,102,12812508,1187,0.325,2394,0.656,0.019,624,17,71,6385,120,79
"1244","Henderson","Kentucky",44793,440,120,4505836,12730,0.615,7639,0.369,0.016,1037,21,101,44791,1279,858
"1245","Henderson","North Carolina",116281,375,100,10439388,40032,0.587,27211,0.399,0.014,1928,37,89,116279,12231,10424
"1246","Henderson","Tennessee",27842,520,95,6910840,9797,0.815,2092,0.174,0.0110000000000001,2460,47,77,27841,742,532
"1247","Henderson","Texas",82150,874,254,29145504,28911,0.796,7060,0.194,0.01,2623,48,213,82145,11373,8490
"1248","Hendricks","Indiana",174788,407,92,6785528,53802,0.608,32604,0.369,0.023,722,18,63,174792,7774,4379
"1249","Hendry","Florida",39619,1153,67,21538088,7906,0.611,4929,0.381,0.008,338,12,51,39626,22686,19243
"1250","Hennepin","Minnesota",1281565,556.62,87,5706494,532623,0.707,205973,0.273,0.02,1334,27,53,1281568,90345,77676
"1251","Henrico","Virginia",334389,238,133,8631393,116572,0.639,63440,0.348,0.013,2872,51,87,334389,20551,15001
"1252","Henry","Alabama",17146,561.75,67,5024279,6607,0.712,2606,0.281,0.007,34,1,67,17148,462,389
"1253","Henry","Georgia",240712,323,159,10711908,73443,0.597,48259,0.392,0.011,455,13,151,240719,18153,11813
"1254","Henry","Illinois",49284,822,102,12812508,9797,0.382,15300,0.597,0.021,625,17,73,49290,3028,2402
"1255","Henry","Indiana",48914,392,92,6785528,15043,0.716,5544,0.264,0.02,723,18,65,48912,1024,691
"1256","Henry","Iowa",20482,434,99,3190369,6507,0.653,3275,0.329,0.018,826,19,87,20488,1081,764
"1257","Henry","Kentucky",15678,289,120,4505836,5843,0.721,2142,0.264,0.015,1038,21,103,15682,573,447
"1258","Henry","Missouri",21946,702,115,6154913,8027,0.744,2619,0.243,0.013,1518,29,83,21946,580,369
"1259","Henry","Ohio",27662,416.5,88,11799448,10479,0.71,4062,0.275,0.015,2071,39,69,27662,2175,1860
"1260","Henry","Tennessee",32199,562,95,6910840,11239,0.747,3548,0.236,0.017,2461,47,79,32197,913,553
"1261","Henry","Virginia",50948,382,133,8631393,9127,0.35,16725,0.641,0.009,2873,51,89,50949,3053,2545
"1262","Herkimer","New York",60139,1458,62,20201248,9937,0.339,18870,0.644,0.017,1843,36,43,60143,1467,1040
"1263","Hernando","Florida",194515,478,67,21538088,70412,0.646,37519,0.344,0.01,339,12,53,194515,29851,17796
"1264","Hertford","North Carolina",21552,360,100,10439388,3479,0.328,7097,0.668,0.0039999999999999,1929,37,91,21552,984,644
"1265","Hettinger","North Dakota",2489,1132,53,779094,1091,0.833,196,0.15,0.017,2004,38,41,2483,57,12
"1266","Hickman","Kentucky",4521,244,120,4505836,1714,0.779,458,0.208,0.013,1039,21,105,4523,101,57
"1267","Hickman","Tennessee",24925,613,95,6910840,7577,0.771,2130,0.217,0.012,2462,47,81,24909,692,455
"1268","Hickory","Missouri",8279,399,115,6154913,3966,0.781,1056,0.208,0.011,1519,29,85,8277,175,91
"1269","Hidalgo","New Mexico",4178,3446,33,2117522,823,0.417,1120,0.567,0.016,1801,35,23,4180,2492,2769
"1270","Hidalgo","Texas",870781,1569,254,29145504,90527,0.41,128199,0.58,0.0100000000000001,2624,48,215,870796,806041,702206
"1271","Highland","Ohio",43317,553.28003,88,11799448,15678,0.797,3799,0.193,0.01,2072,39,71,43317,582,319
"1272","Highland","Virginia",2232,416,133,8631393,417,0.272,1092,0.713,0.015,2874,51,91,2233,28,18
"1273","Highlands","Florida",101235,1028,67,21538088,34873,0.668,16938,0.325,0.007,340,12,55,101238,21624,17157
"1274","Hill","Montana",16309,2896,56,1084225,3957,0.551,2981,0.415,0.034,1612,30,41,16304,643,373
"1275","Hill","Texas",35874,962,254,29145504,11926,0.799,2860,0.192,0.009,2625,48,217,35869,7777,6427
"1276","Hillsborough","Florida",1459762,1051,67,21538088,327398,0.46,376367,0.529,0.011,341,12,57,1459773,437463,306635
