county,state,pop_county,area,num_county,pop_state,rep_vote,rep_vote_pct,dem_vote,dem_vote_pct,third_pct
DeKalb,Missouri,11029,424,115,6154913,3828,.79,930,.192,.018
Dent,Missouri,14421,754,115,6154913,5987,.838,1056,.148,.014
Douglas,Missouri,11578,815,115,6154913,5898,.843,1016,.145,.012
Dunklin,Missouri,28283,546,115,6154913,8135,.781,2200,.211,.008
Franklin,Missouri,104682,922,115,6154913,38058,.709,14569,.271,.02
Gasconade,Missouri,14794,520,115,6154913,6222,.785,1601,.202,.013
Gentry,Missouri,6162,492,115,6154913,2581,.798,613,.189,.013
Greene,Missouri,298915,675,115,6154913,83630,.59,55068,.388,.022
Grundy,Missouri,9808,436,115,6154913,3585,.8080000000000001,799,.18,.012
Harrison,Missouri,8157,725,115,6154913,3198,.836,597,.156,.008
Henry,Missouri,21946,702,115,6154913,8027,.744,2619,.243,.013
Hickory,Missouri,8279,399,115,6154913,3966,.781,1056,.208,.011
Holt,Missouri,4223,462,115,6154913,1976,.843,338,.144,.013
Howard,Missouri,10151,466,115,6154913,3553,.698,1413,.278,.024
Howell,Missouri,39750,928,115,6154913,15181,.8139999999999999,3218,.173,.0130000000000001
Iron,Missouri,9537,551,115,6154913,3596,.783,945,.206,.011
Jackson,Missouri,717204,605,115,6154913,126535,.38,199842,.6,.02
Jasper,Missouri,122761,640,115,6154913,37728,.721,13549,.259,.02
Jefferson,Missouri,226739,657,115,6154913,77046,.66,37523,.322,.018
Johnson,Missouri,54013,831,115,6154913,15489,.67,6974,.302,.028
Knox,Missouri,3744,506,115,6154913,1486,.802,340,.183,.015
Laclede,Missouri,36039,766,115,6154913,13762,.82,2780,.166,.014
Lafayette,Missouri,32984,629,115,6154913,12273,.72,4472,.262,.018
Lawrence,Missouri,38001,613,115,6154913,14426,.806,3214,.18,.014
Lewis,Missouri,10032,505,115,6154913,3553,.771,984,.213,.016
Lincoln,Missouri,59574,630,115,6154913,21848,.753,6607,.228,.019
Linn,Missouri,11874,620,115,6154913,4363,.763,1275,.223,.014
Livingston,Missouri,14557,535,115,6154913,5267,.779,1410,.209,.012
Macon,Missouri,15209,497,115,6154913,6076,.775,1662,.212,.013
Madison,Missouri,12626,528,115,6154913,4584,.8080000000000001,1019,.18,.012
Maries,Missouri,8432,438,115,6154913,3892,.8159999999999999,814,.171,.013
Marion,Missouri,28525,540,115,6154913,9915,.743,3202,.24,.017
McDonald,Missouri,23303,804,115,6154913,7465,.825,1439,.159,.016
Mercer,Missouri,3538,454,115,6154913,1541,.866,222,.125,.009
Miller,Missouri,24722,592,115,6154913,10176,.822,2038,.165,.013
Mississippi,Missouri,12577,413,115,6154913,3537,.744,1178,.248,.008
Moniteau,Missouri,15473,417,115,6154913,5744,.803,1308,.183,.014
Monroe,Missouri,8666,646,115,6154913,3477,.776,936,.209,.015
Montgomery,Missouri,11322,539,115,6154913,4465,.774,1208,.209,.017
Morgan,Missouri,21006,598,115,6154913,7442,.784,1924,.203,.013
New Madrid,Missouri,16434,678,115,6154913,5447,.752,1748,.241,.007
Newton,Missouri,58648,626,115,6154913,22120,.779,5818,.205,.016
Nodaway,Missouri,21241,877,115,6154913,6865,.694,2853,.289,.0170000000000001
Oregon,Missouri,8635,792,115,6154913,3847,.8120000000000001,823,.174,.014
Osage,Missouri,13274,606,115,6154913,6425,.852,1037,.138,.01
Ozark,Missouri,8553,747,115,6154913,4064,.836,752,.155,.009
Pemiscot,Missouri,15661,493,115,6154913,4120,.718,1560,.272,.01
Perry,Missouri,18956,475,115,6154913,7657,.8110000000000001,1664,.176,.013
Pettis,Missouri,42980,685,115,6154913,13854,.725,4783,.25,.025
Phelps,Missouri,44638,673,115,6154913,13480,.6889999999999999,5637,.288,.0230000000000001
Pike,Missouri,17587,673,115,6154913,5863,.762,1717,.223,.015
Platte,Missouri,106718,420,115,6154913,28917,.505,27179,.475,.02
Polk,Missouri,31519,637,115,6154913,11850,.787,2885,.192,.021
Pulaski,Missouri,53955,547,115,6154913,10329,.717,3740,.259,.024
Putnam,Missouri,4681,518,115,6154913,1984,.84,361,.153,.007
Ralls,Missouri,10355,471,115,6154913,4396,.776,1205,.213,.011
Randolph,Missouri,24716,482,115,6154913,8018,.746,2485,.231,.023
Ray,Missouri,23158,570,115,6154913,8345,.716,3109,.267,.017
Reynolds,Missouri,6096,811,115,6154913,2733,.829,529,.16,.011
Ripley,Missouri,10679,630,115,6154913,4839,.846,833,.146,.008
Saline,Missouri,23333,502,115,6154913,6451,.678,2904,.305,.017
Schuyler,Missouri,4032,756,115,6154913,1606,.802,373,.186,.012
Scotland,Missouri,4716,308,115,6154913,1560,.786,388,.196,.018
Scott,Missouri,38059,438,115,6154913,13769,.777,3753,.212,.011
Shannon,Missouri,7031,421,115,6154913,3165,.8100000000000001,706,.181,.009
Shelby,Missouri,6103,1004,115,6154913,2700,.806,592,.177,.017
St. Charles,Missouri,405262,56,115,6154913,128389,.578,89530,.403,.019
St. Clair,Missouri,9284,677,115,6154913,3932,.791,988,.199,.01
St. Francois,Missouri,66922,508,115,6154913,20511,.733,7044,.252,.015
St. Louis,Missouri,1004125,61.900002,115,6154913,21474,.161,110089,.823,.016
St. Louis,Missouri,301578,682,115,6154913,199493,.372,328151,.612,.016
Ste. Genevieve,Missouri,18479,450,115,6154913,6630,.699,2713,.286,.0150000000000001
Stoddard,Missouri,28672,501,115,6154913,11484,.855,1819,.135,.01
Stone,Missouri,31076,827,115,6154913,14800,.801,3506,.19,.009
Sullivan,Missouri,5999,463,115,6154913,1974,.799,478,.193,.008
Taney,Missouri,56066,651,115,6154913,20508,.781,5339,.203,.016
Texas,Missouri,24487,632,115,6154913,9478,.838,1716,.152,.01
Vernon,Missouri,19707,1179,115,6154913,7155,.779,1903,.207,.014
Warren,Missouri,35532,834,115,6154913,13222,.72,4769,.26,.02
Washington,Missouri,23514,432,115,6154913,8047,.8070000000000001,1804,.181,.012
Wayne,Missouri,10974,760,115,6154913,4987,.848,845,.144,.008
Webster,Missouri,39085,761,115,6154913,14880,.792,3573,.19,.018
Worth,Missouri,1973,593,115,6154913,877,.792,215,.194,.014
Wright,Missouri,18188,266,115,6154913,7453,.853,1168,.134,.013
Beaverhead,Montana,9371,5543,56,1084225,3923,.6929999999999999,1608,.284,.0230000000000001
Big Horn,Montana,13124,4995,56,1084225,2207,.461,2491,.521,.0179999999999999
Blaine,Montana,7044,4226,56,1084225,1469,.471,1589,.51,.019
Broadwater,Montana,6774,1192,56,1084225,3173,.774,835,.204,.022
Carbon,Montana,10473,2048,56,1084225,4468,.634,2421,.343,.023
Carter,Montana,1415,3340,56,1084225,775,.897,74,.086,.017
Cascade,Montana,84414,2698,56,1084225,23315,.585,15456,.388,.027
Chouteau,Montana,5895,3973,56,1084225,1891,.638,991,.334,.028
Custer,Montana,11867,3783,56,1084225,4205,.718,1514,.258,.024
Daniels,Montana,1661,1426,56,1084225,799,.788,195,.192,.02
Dawson,Montana,8940,2373,56,1084225,3758,.779,962,.199,.022
Deer Lodge,Montana,9421,737,56,1084225,2186,.447,2562,.524,.0289999999999999
Fallon,Montana,3049,1620,56,1084225,1375,.873,172,.109,.018
Fergus,Montana,11446,4339,56,1084225,4869,.748,1496,.23,.022
Flathead,Montana,104357,5099,56,1084225,38321,.639,20274,.338,.023
Gallatin,Montana,118960,2507,56,1084225,31696,.447,37044,.522,.0309999999999999
Garfield,Montana,1173,4668,56,1084225,764,.9399999999999999,41,.05,.0100000000000001
Glacier,Montana,13778,2995,56,1084225,1884,.335,3610,.643,.022
Golden Valley,Montana,823,1175,56,1084225,414,.823,78,.155,.022
Granite,Montana,3309,1728,56,1084225,1419,.675,638,.304,.021
Hill,Montana,16309,2896,56,1084225,3957,.551,2981,.415,.034
Jefferson,Montana,12085,1657,56,1084225,5345,.656,2625,.322,.022
Judith Basin,Montana,2023,1870,56,1084225,1040,.774,275,.205,.021
Lake,Montana,31134,194,56,1084225,9322,.5610000000000001,6916,.416,.023
Lewis and Clark,Montana,70973,3461,56,1084225,21409,.507,19743,.467,.026
Liberty,Montana,1959,1430,56,1084225,821,.758,249,.23,.012
Lincoln,Montana,19677,3613,56,1084225,8672,.738,2835,.241,.021
Madison,Montana,8623,2643,56,1084225,4191,.6889999999999999,1771,.291,.0200000000000001
McCone,Montana,1729,3587,56,1084225,956,.848,155,.137,.015
Meagher,Montana,1927,232,56,1084225,833,.75,258,.232,.018
Mineral,Montana,4535,1220,56,1084225,1828,.713,686,.268,.019
Missoula,Montana,117922,2598,56,1084225,26347,.369,43357,.606,.025
Musselshell,Montana,4730,1867,56,1084225,2423,.841,413,.143,.016
Park,Montana,17191,2656,56,1084225,6025,.521,5280,.457,.022
Petroleum,Montana,496,1654,56,1084225,298,.856,39,.112,.032
Phillips,Montana,4217,5140,56,1084225,1936,.8129999999999999,416,.175,.0120000000000001
Pondera,Montana,5898,1625,56,1084225,2031,.678,903,.302,.02
Powder River,Montana,1694,3297,56,1084225,970,.854,154,.136,.01
Powell,Montana,6946,2326,56,1084225,2355,.741,752,.237,.022
Prairie,Montana,1088,1737,56,1084225,603,.8100000000000001,126,.169,.0209999999999999
Ravalli,Montana,44174,2394,56,1084225,19114,.671,8763,.307,.022
Richland,Montana,11491,2084,56,1084225,4800,.828,875,.151,.021
Roosevelt,Montana,10794,2356,56,1084225,1996,.497,1910,.475,.028
Rosebud,Montana,8329,5012,56,1084225,2486,.659,1199,.318,.023
Sanders,Montana,12400,2762,56,1084225,5660,.743,1820,.239,.018
Sheridan,Montana,3539,1677,56,1084225,1403,.6909999999999999,574,.283,.0260000000000001
Silver Bow,Montana,35133,718,56,1084225,7745,.415,10392,.5570000000000001,.0279999999999999
Stillwater,Montana,8963,1795,56,1084225,4462,.78,1156,.202,.018
Sweet Grass,Montana,3678,1855,56,1084225,1840,.752,549,.224,.024
Teton,Montana,6226,2273,56,1084225,2608,.709,1007,.274,.017
Toole,Montana,4971,1911,56,1084225,1596,.753,467,.22,.027
Treasure,Montana,762,979,56,1084225,373,.8110000000000001,78,.17,.0189999999999999
Valley,Montana,7578,4921,56,1084225,3135,.736,1030,.242,.022
Wheatland,Montana,2069,1423,56,1084225,823,.771,225,.211,.018
Wibaux,Montana,937,889,56,1084225,516,.863,77,.129,.008
Yellowstone,Montana,164731,2635,56,1084225,50772,.606,30679,.366,.028
Adams,Nebraska,31205,563,93,1961504,10085,.6909999999999999,4213,.289,.0200000000000001
Antelope,Nebraska,6295,857,93,1961504,3093,.863,452,.126,.011
Arthur,Nebraska,434,715,93,1961504,260,.915,21,.074,.011
Banner,Nebraska,674,746,93,1961504,362,.883,43,.105,.012
Blaine,Nebraska,431,711,93,1961504,280,.883,35,.11,.007
Boone,Nebraska,5379,687,93,1961504,2653,.825,499,.155,.02
Box Butte,Nebraska,10842,1075,93,1961504,4002,.772,1051,.203,.025
Boyd,Nebraska,1810,540,93,1961504,1010,.876,135,.117,.007
Brown,Nebraska,2903,1221,93,1961504,1470,.876,191,.114,.01
Buffalo,Nebraska,50084,968,93,1961504,16640,.705,6350,.269,.026
Burt,Nebraska,6722,493,93,1961504,2580,.6919999999999999,1063,.285,.0230000000000001
Butler,Nebraska,8369,584,93,1961504,3542,.787,873,.194,.019
Cass,Nebraska,26598,559,93,1961504,10121,.662,4737,.31,.028
Cedar,Nebraska,8380,740,93,1961504,4174,.835,725,.145,.02
Chase,Nebraska,3893,894,93,1961504,1740,.873,226,.113,.014
Cherry,Nebraska,5455,5961,93,1961504,2844,.871,373,.114,.015
Cheyenne,Nebraska,9468,1196,93,1961504,3813,.8,855,.179,.021
Clay,Nebraska,6104,573,93,1961504,2848,.8,632,.178,.022
Colfax,Nebraska,10582,413,93,1961504,2636,.709,1025,.276,.015
Cuming,Nebraska,9013,572,93,1961504,3507,.788,870,.195,.017
Custer,Nebraska,10545,2579,93,1961504,5090,.849,786,.131,.02
Dakota,Nebraska,21582,264,93,1961504,3926,.578,2744,.404,.018
Dawes,Nebraska,8199,1396,93,1961504,2931,.711,1082,.263,.026
Dawson,Nebraska,24111,1013,93,1961504,6524,.711,2497,.272,.017
Deuel,Nebraska,1838,440,93,1961504,871,.844,141,.137,.019
Dixon,Nebraska,5606,476,93,1961504,2335,.757,651,.211,.032
Dodge,Nebraska,37167,534,93,1961504,10984,.651,5544,.329,.02
Douglas,Nebraska,584526,331,93,1961504,119159,.433,150350,.547,.0199999999999999
Dundy,Nebraska,1654,920,93,1961504,883,.884,105,.105,.011
Fillmore,Nebraska,5551,576,93,1961504,2359,.753,693,.221,.026
Franklin,Nebraska,2889,576,93,1961504,1437,.834,276,.16,.006
Frontier,Nebraska,2519,975,93,1961504,1229,.853,189,.131,.016
Furnas,Nebraska,4636,718,93,1961504,2163,.832,399,.153,.015
Gage,Nebraska,21704,855,93,1961504,7445,.673,3385,.306,.021
Garden,Nebraska,1874,1705,93,1961504,1016,.85,161,.135,.015
Garfield,Nebraska,1813,570,93,1961504,933,.868,133,.124,.008
Gosper,Nebraska,1893,458,93,1961504,893,.799,215,.192,.009
Grant,Nebraska,611,776,93,1961504,375,.9330000000000001,20,.05,.0169999999999999
Greeley,Nebraska,2188,570,93,1961504,1016,.8080000000000001,229,.182,.01
Hall,Nebraska,62895,546,93,1961504,16189,.664,7681,.315,.021
Hamilton,Nebraska,9429,544,93,1961504,4309,.779,1118,.202,.019
Harlan,Nebraska,3073,553,93,1961504,1615,.838,282,.146,.016
Hayes,Nebraska,856,713,93,1961504,494,.925,34,.064,.011
Hitchcock,Nebraska,2616,710,93,1961504,1264,.86,175,.119,.021
Holt,Nebraska,10127,2413,93,1961504,4769,.861,686,.124,.015
Hooker,Nebraska,711,721,93,1961504,376,.851,59,.133,.016
Howard,Nebraska,6475,570,93,1961504,2786,.796,648,.185,.019
Jefferson,Nebraska,7240,573,93,1961504,2616,.704,1016,.273,.023
Johnson,Nebraska,5290,376,93,1961504,1518,.681,647,.29,.029
Kearney,Nebraska,6688,516,93,1961504,2822,.783,701,.195,.022
Keith,Nebraska,8335,1061,93,1961504,3544,.8120000000000001,763,.175,.013
Keya Paha,Nebraska,769,773,93,1961504,476,.9,49,.093,.007
Kimball,Nebraska,3434,952,93,1961504,1563,.834,268,.143,.023
Knox,Nebraska,8391,1108,93,1961504,3721,.792,905,.193,.015
Lancaster,Nebraska,322608,839,93,1961504,70092,.449,82293,.527,.0239999999999999
Lincoln,Nebraska,34676,2564,93,1961504,13071,.764,3692,.216,.02
Logan,Nebraska,716,571,93,1961504,407,.904,38,.084,.012
Loup,Nebraska,607,570,93,1961504,370,.8149999999999999,75,.165,.02
Madison,Nebraska,35585,859,93,1961504,11940,.757,3478,.221,.022
McPherson,Nebraska,399,573,93,1961504,275,.911,17,.056,.033
Merrick,Nebraska,7668,485,93,1961504,3419,.803,743,.175,.022
Morrill,Nebraska,4555,1424,93,1961504,2113,.826,386,.151,.023
Nance,Nebraska,3380,441,93,1961504,1437,.786,359,.196,.018
Nemaha,Nebraska,7074,409,93,1961504,2428,.709,921,.269,.022
Nuckolls,Nebraska,4095,575,93,1961504,1857,.806,409,.178,.016
Otoe,Nebraska,15912,616,93,1961504,5649,.679,2490,.299,.022
Pawnee,Nebraska,2544,432,93,1961504,1071,.749,322,.225,.026
Perkins,Nebraska,2858,883,93,1961504,1321,.856,199,.129,.015
Phelps,Nebraska,8968,540,93,1961504,4157,.83,752,.15,.02
Pierce,Nebraska,7317,574,93,1961504,3462,.864,480,.12,.016
Platte,Nebraska,34296,678,93,1961504,12186,.778,3260,.208,.014
Polk,Nebraska,5214,439,93,1961504,2291,.796,530,.184,.02
Red Willow,Nebraska,10702,717,93,1961504,4525,.83,811,.149,.021
Richardson,Nebraska,7871,554,93,1961504,3073,.745,996,.241,.014
Rock,Nebraska,1262,1008,93,1961504,744,.885,84,.1,.015
Saline,Nebraska,14292,575,93,1961504,3631,.629,1986,.344,.027
Sarpy,Nebraska,190604,241,93,1961504,51979,.543,41206,.431,.026
Saunders,Nebraska,22278,754,93,1961504,9108,.715,3331,.262,.023
Scotts Bluff,Nebraska,36084,739,93,1961504,10952,.708,4196,.271,.021
Seward,Nebraska,17609,575,93,1961504,6490,.71,2438,.267,.023
Sheridan,Nebraska,5127,2441,93,1961504,2292,.858,340,.127,.015
Sherman,Nebraska,2959,566,93,1961504,1322,.779,343,.202,.019
Sioux,Nebraska,1135,1313,93,1961504,642,.881,72,.099,.02
Stanton,Nebraska,5842,430,93,1961504,2561,.8100000000000001,532,.168,.0219999999999999
Thayer,Nebraska,5034,575,93,1961504,2308,.774,624,.209,.017
Thomas,Nebraska,669,713,93,1961504,377,.883,45,.105,.012
Thurston,Nebraska,6773,394,93,1961504,1180,.508,1122,.483,.009
Valley,Nebraska,4059,568,93,1961504,1901,.8120000000000001,412,.176,.012
Washington,Nebraska,20865,390,93,1961504,8583,.6909999999999999,3554,.286,.0230000000000001
Wayne,Nebraska,9697,444,93,1961504,3055,.727,1022,.243,.03
Webster,Nebraska,3395,575,93,1961504,1511,.805,335,.179,.016
Wheeler,Nebraska,774,575,93,1961504,438,.873,59,.118,.009
York,Nebraska,14125,576,93,1961504,5337,.747,1630,.228,.025
Carson City,Nevada,58639,144,17,3104614,12735,.428,16113,.542,.03
Churchill,Nevada,25516,4929,17,3104614,3051,.237,9372,.727,.036
Clark,Nevada,2265461,7911,17,3104614,521852,.537,430930,.443,.02
Douglas,Nevada,49488,710,17,3104614,11571,.339,21630,.634,.027
Elko,Nevada,53702,17182,17,3104614,4557,.207,16741,.762,.031
Esmeralda,Nevada,729,3589,17,3104614,74,.152,400,.821,.027
Eureka,Nevada,1855,4176,17,3104614,105,.103,895,.88,.017
Humboldt,Nevada,17285,9658,17,3104614,1689,.217,5877,.756,.027
Lander,Nevada,5734,5798,17,3104614,496,.179,2198,.795,.0259999999999999
Lincoln,Nevada,4499,10635,17,3104614,330,.135,2067,.845,.02
Lyon,Nevada,59235,1994,17,3104614,8473,.28,20914,.6919999999999999,.028
Mineral,Nevada,4554,3757,17,3104614,829,.355,1423,.609,.036
Nye,Nevada,51591,18147,17,3104614,7288,.287,17528,.6909999999999999,.0220000000000001
Pershing,Nevada,6650,6009,17,3104614,547,.236,1731,.746,.018
Storey,Nevada,4104,264,17,3104614,902,.314,1908,.663,.0229999999999999
Washoe,Nevada,486492,6342,17,3104614,128128,.508,116760,.463,.029
White Pine,Nevada,9080,8877,17,3104614,859,.197,3403,.779,.0239999999999999
Belknap,New Hampshire,63705,401,10,1377529,16894,.44,20899,.544,.016
Carroll,New Hampshire,50107,934,10,1377529,16649,.501,16150,.486,.013
Cheshire,New Hampshire,76458,708,10,1377529,25522,.577,17898,.405,.018
Coos,New Hampshire,31268,1801,10,1377529,7640,.463,8617,.522,.0149999999999999
Grafton,New Hampshire,91118,1714,10,1377529,33180,.615,19905,.369,.016
Hillsborough,New Hampshire,422937,876,10,1377529,122344,.53,104625,.453,.017
Merrimack,New Hampshire,153808,934,10,1377529,48533,.54,39711,.442,.018
Rockingham,New Hampshire,314176,695,10,1377529,100064,.503,95858,.482,.015
Strafford,New Hampshire,130889,369,10,1377529,41721,.5669999999999999,30489,.414,.0190000000000001
Sullivan,New Hampshire,43063,537,10,1377529,12390,.508,11508,.472,.02
Atlantic,New Jersey,274534,561,21,9288994,73808,.527,64438,.46,.013
Bergen,New Jersey,955732,234,21,9288994,285967,.577,204417,.412,.0110000000000001
Burlington,New Jersey,461860,805,21,9288994,154595,.591,103345,.395,.014
Camden,New Jersey,523485,222,21,9288994,175065,.662,86207,.326,.012
Cape May,New Jersey,95263,255,21,9288994,23941,.415,33158,.575,.01
Cumberland,New Jersey,154152,489,21,9288994,32742,.525,28952,.464,.011
Essex,New Jersey,863728,126,21,9288994,266820,.773,75475,.219,.008
Gloucester,New Jersey,302294,325,21,9288994,86702,.502,83340,.483,.015
Hudson,New Jersey,724854,47,21,9288994,181452,.726,65698,.263,.011
Hunterdon,New Jersey,128947,430,21,9288994,39457,.468,43153,.512,.02
Mercer,New Jersey,387340,226,21,9288994,122532,.694,51641,.292,.0140000000000001
Middlesex,New Jersey,863162,311,21,9288994,226250,.604,143467,.383,.013
Monmouth,New Jersey,643615,472,21,9288994,181291,.479,191808,.507,.014
Morris,New Jersey,509285,469,21,9288994,153881,.514,141134,.472,.014
Ocean,New Jersey,637229,636,21,9288994,119456,.35,217740,.638,.012
Passaic,New Jersey,524118,185,21,9288994,129097,.577,92009,.411,.0120000000000001
Salem,New Jersey,64837,338,21,9288994,14479,.427,18827,.555,.0179999999999999
Somerset,New Jersey,345361,305,21,9288994,111173,.598,71996,.387,.015
Sussex,New Jersey,144221,521,21,9288994,34481,.392,51698,.588,.02
Union,New Jersey,575345,103,21,9288994,170245,.673,80002,.316,.011
Warren,New Jersey,109632,358,21,9288994,24901,.41,34769,.572,.0180000000000001
Bernalillo,New Mexico,676444,1166,33,2117522,193757,.61,116135,.366,.024
Catron,New Mexico,3579,6928,33,2117522,595,.256,1698,.73,.014
Chaves,New Mexico,65157,6071,33,2117522,6381,.284,15656,.698,.018
Cibola,New Mexico,27172,4540,33,2117522,4745,.533,3975,.446,.021
Colfax,New Mexico,12387,3757,33,2117522,2611,.434,3271,.544,.022
Curry,New Mexico,48430,1406,33,2117522,4307,.285,10444,.6919999999999999,.0230000000000001
De Baca,New Mexico,1698,2325,33,2117522,231,.256,656,.728,.016
Doña Ana,New Mexico,219561,3807,33,2117522,47957,.58,32802,.397,.023
Eddy,New Mexico,62314,4182,33,2117522,5424,.234,17454,.752,.014
Grant,New Mexico,28185,3966,33,2117522,7590,.526,6553,.454,.02
Guadalupe,New Mexico,4452,3031,33,2117522,1234,.5639999999999999,917,.419,.0170000000000001
Harding,New Mexico,657,2126,33,2117522,179,.354,319,.632,.014
Hidalgo,New Mexico,4178,3446,33,2117522,823,.417,1120,.5669999999999999,.016
Lea,New Mexico,74455,4393,33,2117522,4061,.194,16531,.79,.016
Lincoln,New Mexico,20269,4831,33,2117522,3194,.31,6942,.674,.0159999999999999
Los Alamos,New Mexico,19419,109,33,2117522,7554,.614,4278,.348,.038
Luna,New Mexico,25427,2965,33,2117522,3563,.44,4408,.544,.016
McKinley,New Mexico,72902,5449,33,2117522,18029,.681,7801,.295,.024
Mora,New Mexico,4189,1931,33,2117522,1745,.65,903,.336,.014
Otero,New Mexico,67839,6627,33,2117522,8485,.36,14521,.616,.024
Quay,New Mexico,8746,2855,33,2117522,1170,.302,2634,.68,.0179999999999999
Rio Arriba,New Mexico,40363,5858,33,2117522,10990,.661,5408,.325,.014
Roosevelt,New Mexico,19191,2449,33,2117522,1802,.273,4634,.701,.026
San Juan,New Mexico,121661,5514,33,2117522,18083,.346,32874,.629,.025
San Miguel,New Mexico,27201,4717,33,2117522,7888,.6840000000000001,3421,.297,.019
Sandoval,New Mexico,148834,3710,33,2117522,40588,.53,34174,.446,.024
Santa Fe,New Mexico,154823,1909,33,2117522,62530,.76,18329,.223,.017
Sierra,New Mexico,11576,4180,33,2117522,2265,.381,3542,.596,.023
Socorro,New Mexico,16595,6647,33,2117522,3722,.52,3255,.455,.025
Taos,New Mexico,34489,2203,33,2117522,13121,.764,3715,.216,.02
Torrance,New Mexico,15045,3345,33,2117522,2344,.322,4772,.655,.0229999999999999
Union,New Mexico,4079,3830,33,2117522,383,.214,1388,.776,.01
Valencia,New Mexico,76205,1068,33,2117522,14263,.442,17364,.538,.02
Albany,New York,314848,533,62,20201248,99474,.648,51081,.333,.019
Allegany,New York,46456,1034,62,20201248,6048,.292,14135,.6830000000000001,.0249999999999999
Bronx,New York,1472654,57.43,62,20201248,355374,.835,67740,.159,.006
Broome,New York,198683,715,62,20201248,47010,.507,43800,.472,.021
Cattaraugus,New York,77042,1310,62,20201248,11879,.342,22155,.638,.0199999999999999
Cayuga,New York,76248,864,62,20201248,16149,.444,19512,.536,.02
Chautauqua,New York,127657,1500,62,20201248,23087,.39,34853,.589,.021
Chemung,New York,84148,410.81,62,20201248,16636,.422,21922,.556,.022
Chenango,New York,47220,898.95001,62,20201248,8290,.372,13482,.605,.023
Clinton,New York,79843,1118,62,20201248,18364,.518,16514,.466,.016
Columbia,New York,61570,648,62,20201248,20386,.574,14464,.407,.0190000000000001
Cortland,New York,46809,502,62,20201248,10369,.479,10789,.498,.023
Delaware,New York,44308,1468,62,20201248,9143,.398,13387,.583,.019
Dutchess,New York,295911,825,62,20201248,81443,.541,66872,.444,.015
Erie,New York,954236,1227,62,20201248,267174,.5649999999999999,197527,.418,.0170000000000001
Essex,New York,37381,1916,62,20201248,9947,.516,8976,.466,.018
Franklin,New York,47555,1697,62,20201248,9253,.48,9668,.502,.018
Fulton,New York,53324,533,62,20201248,7931,.334,15378,.648,.0179999999999999
Genesee,New York,58388,495,62,20201248,9625,.33,18876,.646,.0239999999999999
Greene,New York,47931,658,62,20201248,10346,.412,14271,.5679999999999999,.0200000000000001
Hamilton,New York,5107,1808,62,20201248,1178,.341,2225,.643,.016
Herkimer,New York,60139,1458,62,20201248,9937,.339,18870,.644,.017
Jefferson,New York,116721,1857,62,20201248,17307,.395,25629,.584,.021
Kings,New York,2736074,96.900002,62,20201248,703310,.77,202772,.222,.008
Lewis,New York,26582,1290,62,20201248,3824,.296,8894,.6870000000000001,.0169999999999999
Livingston,New York,61834,640,62,20201248,12477,.398,18182,.579,.023
Madison,New York,68016,662,62,20201248,14807,.435,18408,.541,.0239999999999999
Monroe,New York,759443,1366,62,20201248,225746,.595,145661,.384,.021
Montgomery,New York,49532,410,62,20201248,7977,.378,12745,.603,.019
Nassau,New York,1395774,453,62,20201248,396504,.543,326716,.447,.01
New York,New York,1694251,33.77,62,20201248,603040,.868,85185,.123,.009
Niagara,New York,212666,1140,62,20201248,46029,.442,56068,.539,.019
Oneida,New York,232125,1213,62,20201248,41567,.413,57180,.5679999999999999,.019
Onondaga,New York,476516,806,62,20201248,138991,.589,91715,.389,.022
Ontario,New York,112458,662,62,20201248,29025,.487,29039,.487,.026
Orange,New York,401310,839,62,20201248,84684,.492,84996,.494,.014
Orleans,New York,40343,817,62,20201248,5587,.308,12126,.668,.0239999999999999
Oswego,New York,117525,1312,62,20201248,21143,.388,32138,.59,.022
Otsego,New York,58524,1003,62,20201248,12975,.463,14382,.514,.0229999999999999
Putnam,New York,97668,246,62,20201248,24953,.454,29283,.533,.013
Queens,New York,2405464,178.28,62,20201248,569038,.722,212665,.27,.008
Rensselaer,New York,161130,665,62,20201248,40969,.517,36500,.461,.022
Richmond,New York,495747,102.5,62,20201248,90997,.421,123320,.571,.008
Rockland,New York,338329,199,62,20201248,75802,.504,73186,.487,.009
Saratoga,New York,235509,844,62,20201248,68471,.516,61305,.462,.022
Schenectady,New York,158061,210,62,20201248,42465,.5679999999999999,30741,.411,.0210000000000001
Schoharie,New York,29714,626,62,20201248,5345,.341,9903,.631,.028
Schuyler,New York,17898,342,62,20201248,3903,.401,5621,.577,.022
Seneca,New York,33814,325,62,20201248,6914,.443,8329,.534,.0229999999999999
St. Lawrence,New York,108505,2821,62,20201248,19361,.432,24608,.55,.018
Steuben,New York,93584,1404,62,20201248,15790,.342,29474,.638,.0199999999999999
Suffolk,New York,1525920,2373,62,20201248,381021,.494,381253,.494,.012
Sullivan,New York,78624,997,62,20201248,15489,.447,18665,.539,.0139999999999999
Tioga,New York,48455,523,62,20201248,9634,.385,14791,.591,.024
Tompkins,New York,105740,476,62,20201248,33619,.736,11096,.243,.021
Ulster,New York,181851,1161,62,20201248,57970,.595,37590,.386,.019
Warren,New York,65737,870,62,20201248,17642,.488,17699,.49,.022
Washington,New York,61302,846,62,20201248,11565,.412,15941,.5669999999999999,.0210000000000001
Wayne,New York,91283,1384,62,20201248,17456,.39,26204,.586,.024
