county,state,pop_county,area,num_county,pop_state,rep_vote,rep_vote_pct,dem_vote,dem_vote_pct,third_pct
Owen,Indiana,21321,385,92,6785528,7286,.736,2420,.244,.02
Parke,Indiana,16156,445,92,6785528,5400,.77,1503,.214,.016
Perry,Indiana,19170,382,92,6785528,5345,.613,3203,.367,.02
Pike,Indiana,12250,334,92,6785528,4692,.754,1415,.227,.019
Porter,Indiana,173215,418,92,6785528,45008,.521,39746,.46,.019
Posey,Indiana,25222,410,92,6785528,9206,.696,3811,.288,.0160000000000001
Pulaski,Indiana,12514,434,92,6785528,4246,.731,1463,.252,.017
Putnam,Indiana,36726,481,92,6785528,12278,.74,3946,.238,.022
Randolph,Indiana,24502,452,92,6785528,8312,.751,2513,.227,.022
Ripley,Indiana,28995,446,92,6785528,11261,.789,2774,.194,.017
Rush,Indiana,16752,408,92,6785528,6035,.761,1754,.221,.018
Scott,Indiana,24384,190,92,6785528,7328,.721,2698,.266,.013
Shelby,Indiana,45055,411,92,6785528,14568,.729,5023,.251,.02
Spencer,Indiana,19810,397,92,6785528,7357,.6830000000000001,3213,.298,.019
St. Joseph,Indiana,272912,458,92,6785528,53164,.462,59896,.521,.017
Starke,Indiana,23371,309,92,6785528,7466,.726,2650,.258,.016
Steuben,Indiana,34435,309,92,6785528,11327,.701,4513,.279,.02
Sullivan,Indiana,20817,447,92,6785528,6691,.744,2153,.239,.017
Switzerland,Indiana,9737,221,92,6785528,3133,.755,964,.232,.013
Tippecanoe,Indiana,186251,500,92,6785528,34581,.484,35017,.49,.026
Tipton,Indiana,15359,261,92,6785528,6110,.753,1834,.226,.021
Union,Indiana,7087,161,92,6785528,2688,.772,736,.211,.017
Vanderburgh,Indiana,180136,233,92,6785528,41844,.539,34415,.444,.017
Vermillion,Indiana,15439,257,92,6785528,5184,.6929999999999999,2145,.287,.0200000000000001
Vigo,Indiana,106153,403,92,6785528,24545,.5629999999999999,18123,.416,.0210000000000001
Wabash,Indiana,30976,412,92,6785528,10762,.738,3494,.24,.022
Warren,Indiana,8440,365,92,6785528,3401,.761,974,.218,.021
Warrick,Indiana,63898,385,92,6785528,21326,.631,11923,.353,.016
Washington,Indiana,28182,514,92,6785528,9114,.751,2784,.229,.02
Wayne,Indiana,66553,402,92,6785528,17567,.635,9524,.344,.021
Wells,Indiana,28180,368,92,6785528,10855,.773,2928,.208,.019
White,Indiana,24688,505,92,6785528,7957,.713,3032,.272,.015
Whitley,Indiana,34191,336,92,6785528,12862,.733,4234,.241,.026
Adair,Iowa,7496,569,99,3190369,2917,.699,1198,.287,.0140000000000001
Adams,Iowa,3704,424,99,3190369,1530,.71,590,.274,.016
Allamakee,Iowa,14061,640,99,3190369,4735,.639,2576,.347,.014
Appanoose,Iowa,12317,496,99,3190369,4512,.694,1891,.291,.0150000000000001
Audubon,Iowa,5674,443,99,3190369,2295,.672,1071,.314,.014
Benton,Iowa,25575,716,99,3190369,9188,.628,5160,.353,.019
Black Hawk,Iowa,131144,567,99,3190369,29640,.446,35647,.537,.017
Boone,Iowa,26715,572,99,3190369,8695,.5679999999999999,6303,.412,.0200000000000001
Bremer,Iowa,24988,428,99,3190369,8294,.571,5958,.41,.0190000000000001
Buchanan,Iowa,20565,571,99,3190369,6420,.596,4169,.387,.017
Buena Vista,Iowa,20823,575,99,3190369,5056,.62,2961,.363,.017
Butler,Iowa,14334,580,99,3190369,5542,.6860000000000001,2424,.3,.014
Calhoun,Iowa,9927,570,99,3190369,3689,.703,1470,.28,.017
Carroll,Iowa,20760,569,99,3190369,7737,.6840000000000001,3454,.306,.01
Cass,Iowa,13127,564,99,3190369,4969,.6840000000000001,2201,.303,.013
Cedar,Iowa,18505,580,99,3190369,6161,.577,4337,.406,.017
Cerro Gordo,Iowa,43127,568,99,3190369,12442,.524,10941,.461,.015
Cherokee,Iowa,11658,577,99,3190369,4495,.6909999999999999,1936,.298,.0110000000000001
Chickasaw,Iowa,12012,505,99,3190369,4308,.651,2233,.337,.012
Clarke,Iowa,9748,431,99,3190369,3144,.675,1466,.315,.01
Clay,Iowa,16384,569,99,3190369,6137,.6860000000000001,2662,.297,.017
Clayton,Iowa,17043,779,99,3190369,6106,.637,3340,.349,.014
Clinton,Iowa,46460,695,99,3190369,13361,.542,10812,.439,.019
Crawford,Iowa,16525,714,99,3190369,4854,.679,2220,.311,.01
Dallas,Iowa,99678,586,99,3190369,27987,.501,26879,.481,.018
Davis,Iowa,9110,503,99,3190369,3032,.74,1013,.247,.013
Decatur,Iowa,7645,532,99,3190369,2615,.6879999999999999,1120,.295,.0170000000000001
Delaware,Iowa,17488,578,99,3190369,6666,.668,3157,.316,.016
Des Moines,Iowa,38910,416,99,3190369,10592,.532,8893,.447,.021
Dickinson,Iowa,17703,381,99,3190369,7438,.662,3661,.326,.012
Dubuque,Iowa,99266,608,99,3190369,27214,.506,25657,.477,.017
Emmet,Iowa,9388,396,99,3190369,3265,.673,1520,.313,.014
Fayette,Iowa,19509,731,99,3190369,6145,.605,3835,.378,.017
Floyd,Iowa,15627,501,99,3190369,4732,.59,3172,.396,.014
Franklin,Iowa,10019,582,99,3190369,3422,.668,1626,.318,.014
Fremont,Iowa,6605,511,99,3190369,2711,.704,1080,.28,.016
Greene,Iowa,8771,568,99,3190369,3223,.638,1769,.35,.012
Grundy,Iowa,12329,503,99,3190369,4929,.679,2206,.304,.017
Guthrie,Iowa,10623,591,99,3190369,4272,.671,1985,.312,.017
Hamilton,Iowa,15039,577,99,3190369,4956,.626,2843,.359,.015
Hancock,Iowa,10795,571,99,3190369,4390,.713,1683,.273,.014
Hardin,Iowa,16878,569,99,3190369,5850,.652,2976,.332,.016
Harrison,Iowa,14582,697,99,3190369,5569,.6840000000000001,2440,.3,.016
Henry,Iowa,20482,434,99,3190369,6507,.653,3275,.329,.018
Howard,Iowa,9469,473,99,3190369,3127,.631,1772,.358,.011
Humboldt,Iowa,9597,434,99,3190369,3819,.718,1442,.271,.011
Ida,Iowa,7005,432,99,3190369,2880,.749,917,.239,.012
Iowa,Iowa,16662,586,99,3190369,6009,.618,3547,.365,.017
Jackson,Iowa,19485,636,99,3190369,6940,.624,4029,.362,.014
Jasper,Iowa,37813,730,99,3190369,12084,.6,7737,.384,.016
Jefferson,Iowa,15663,435,99,3190369,4443,.498,4319,.484,.018
Johnson,Iowa,152854,614,99,3190369,22925,.274,59177,.708,.018
Jones,Iowa,20646,575,99,3190369,6572,.599,4213,.384,.017
Keokuk,Iowa,10033,579,99,3190369,3797,.718,1414,.267,.015
Kossuth,Iowa,14828,973,99,3190369,6275,.6909999999999999,2696,.297,.0120000000000001
Lee,Iowa,33555,517,99,3190369,9773,.585,6541,.392,.023
Linn,Iowa,230299,718,99,3190369,53364,.42,70874,.5580000000000001,.022
Louisa,Iowa,10837,402,99,3190369,3500,.657,1726,.324,.019
Lucas,Iowa,8634,431,99,3190369,3287,.711,1284,.278,.011
Lyon,Iowa,11934,588,99,3190369,5707,.833,1067,.156,.011
Madison,Iowa,16548,561,99,3190369,6507,.664,3134,.32,.016
Mahaska,Iowa,22190,571,99,3190369,8297,.729,2894,.254,.017
Marion,Iowa,33414,554,99,3190369,12663,.66,6178,.322,.018
Marshall,Iowa,40105,572,99,3190369,9571,.529,8176,.452,.019
Mills,Iowa,14484,437,99,3190369,5585,.678,2508,.304,.018
Mitchell,Iowa,10565,469,99,3190369,3677,.632,2053,.353,.015
Monona,Iowa,8751,693,99,3190369,3248,.6889999999999999,1407,.298,.0130000000000001
Monroe,Iowa,7577,433,99,3190369,2975,.728,1078,.264,.008
Montgomery,Iowa,10330,424,99,3190369,3659,.6879999999999999,1583,.298,.0140000000000001
Muscatine,Iowa,43235,439,99,3190369,10823,.525,9372,.454,.021
O'Brien,Iowa,14182,573,99,3190369,5861,.777,1569,.208,.015
Osceola,Iowa,6192,399,99,3190369,2690,.8100000000000001,601,.181,.009
Page,Iowa,15211,535,99,3190369,5319,.707,2086,.277,.016
Palo Alto,Iowa,8996,564,99,3190369,3370,.681,1519,.307,.012
Plymouth,Iowa,25698,864,99,3190369,10492,.741,3494,.247,.012
Pocahontas,Iowa,7078,578,99,3190369,2826,.74,933,.244,.016
Polk,Iowa,492401,570,99,3190369,106800,.414,146250,.5669999999999999,.0190000000000001
Pottawattamie,Iowa,93667,954,99,3190369,26247,.575,18575,.407,.0180000000000001
Poweshiek,Iowa,18662,585,99,3190369,5657,.5590000000000001,4306,.425,.016
Ringgold,Iowa,4663,538,99,3190369,1968,.727,709,.262,.011
Sac,Iowa,9814,576,99,3190369,4061,.735,1389,.251,.014
Scott,Iowa,174669,458,99,3190369,43683,.473,46926,.508,.019
Shelby,Iowa,11746,591,99,3190369,4697,.6929999999999999,1959,.289,.0180000000000001
Sioux,Iowa,35872,768,99,3190369,15680,.827,3019,.159,.014
Story,Iowa,98537,573,99,3190369,20340,.4,29175,.574,.026
Tama,Iowa,17135,721,99,3190369,5303,.588,3577,.396,.016
Taylor,Iowa,5896,534,99,3190369,2463,.76,746,.23,.01
Union,Iowa,12138,424,99,3190369,4010,.65,2061,.334,.016
Van Buren,Iowa,7203,485,99,3190369,2859,.756,875,.231,.013
Wapello,Iowa,35437,432,99,3190369,9516,.609,5821,.373,.018
Warren,Iowa,52403,572,99,3190369,17782,.574,12574,.406,.02
Washington,Iowa,22565,569,99,3190369,6971,.594,4561,.388,.018
Wayne,Iowa,6497,526,99,3190369,2338,.753,727,.234,.013
Webster,Iowa,36999,715,99,3190369,10938,.615,6613,.372,.013
Winnebago,Iowa,10679,400,99,3190369,3707,.623,2135,.359,.018
Winneshiek,Iowa,20070,690,99,3190369,6235,.518,5617,.467,.015
Woodbury,Iowa,105941,873,99,3190369,25736,.57,18704,.414,.0160000000000001
Worth,Iowa,7443,400,99,3190369,2738,.62,1596,.362,.018
Wright,Iowa,12943,581,99,3190369,4136,.663,1996,.32,.017
Allen,Kansas,12526,503,105,2937880,4218,.716,1570,.266,.018
Anderson,Kansas,7836,583,105,2937880,2929,.772,782,.206,.022
Atchison,Kansas,16348,432,105,2937880,4906,.659,2359,.317,.024
Barber,Kansas,4228,1134,105,2937880,2014,.86,291,.124,.016
Barton,Kansas,25493,894,105,2937880,8608,.773,2340,.21,.017
Bourbon,Kansas,14360,637,105,2937880,5023,.752,1541,.231,.017
Brown,Kansas,9508,571,105,2937880,3262,.73,1104,.247,.023
Butler,Kansas,67380,1428,105,2937880,22634,.696,9181,.282,.0220000000000001
Chase,Kansas,2572,776,105,2937880,1123,.753,345,.231,.016
Chautauqua,Kansas,3379,642,105,2937880,1402,.855,212,.129,.016
Cherokee,Kansas,19362,587,105,2937880,6766,.741,2194,.24,.019
Cheyenne,Kansas,2616,1020,105,2937880,1183,.828,224,.157,.015
Clark,Kansas,1991,975,105,2937880,904,.847,143,.134,.019
Clay,Kansas,8117,644,105,2937880,3177,.76,894,.214,.026
Cloud,Kansas,9032,716,105,2937880,3242,.76,920,.216,.024
Coffey,Kansas,8360,630,105,2937880,3489,.764,964,.211,.025
Comanche,Kansas,1689,788,105,2937880,762,.832,126,.138,.03
Cowley,Kansas,34549,1126,105,2937880,9656,.679,4273,.3,.021
Crawford,Kansas,38972,593,105,2937880,10045,.603,6179,.371,.026
Decatur,Kansas,2764,894,105,2937880,1260,.841,218,.146,.013
Dickinson,Kansas,18402,848,105,2937880,7126,.762,2060,.22,.018
Doniphan,Kansas,7510,392,105,2937880,2976,.802,686,.185,.013
Douglas,Kansas,118785,457,105,2937880,17286,.291,40785,.6860000000000001,.023
Edwards,Kansas,2907,622,105,2937880,1141,.797,271,.189,.014
Elk,Kansas,2483,648,105,2937880,1140,.838,195,.143,.019
Ellis,Kansas,28934,900,105,2937880,9758,.707,3737,.271,.022
Ellsworth,Kansas,6376,716,105,2937880,2148,.753,648,.227,.02
Finney,Kansas,38470,1300,105,2937880,7236,.613,4325,.367,.02
Ford,Kansas,34287,1099,105,2937880,5803,.651,2947,.331,.018
Franklin,Kansas,25996,574,105,2937880,8479,.68,3690,.296,.024
Geary,Kansas,36739,384,105,2937880,5323,.554,3983,.415,.031
Gove,Kansas,2718,1072,105,2937880,1291,.878,166,.113,.009
Graham,Kansas,2415,898,105,2937880,1080,.8080000000000001,228,.171,.0209999999999999
Grant,Kansas,7352,575,105,2937880,1936,.774,518,.207,.019
Gray,Kansas,5653,869,105,2937880,1911,.835,341,.149,.016
Greeley,Kansas,1284,778,105,2937880,549,.856,78,.122,.022
Greenwood,Kansas,6016,1140,105,2937880,2444,.794,569,.185,.021
Hamilton,Kansas,2518,996,105,2937880,698,.8129999999999999,141,.164,.023
Harper,Kansas,5485,802,105,2937880,2168,.8100000000000001,461,.172,.018
Harvey,Kansas,34024,539,105,2937880,10182,.588,6747,.39,.022
Haskell,Kansas,3780,577,105,2937880,1122,.796,268,.19,.014
Hodgeman,Kansas,1723,860,105,2937880,875,.837,154,.147,.016
Jackson,Kansas,13232,657,105,2937880,4517,.6860000000000001,1881,.286,.028
Jefferson,Kansas,18368,536,105,2937880,6334,.648,3194,.327,.025
Jewell,Kansas,2932,909,105,2937880,1387,.852,212,.13,.018
Johnson,Kansas,609863,477,105,2937880,155631,.448,184259,.531,.021
Kearny,Kansas,3983,870,105,2937880,1164,.8,267,.184,.016
Kingman,Kansas,7470,864,105,2937880,3130,.793,752,.19,.017
Kiowa,Kansas,2460,722,105,2937880,980,.841,156,.134,.025
Labette,Kansas,20184,649,105,2937880,5735,.67,2655,.31,.02
Lane,Kansas,1574,717,105,2937880,762,.851,115,.128,.021
Leavenworth,Kansas,81881,463,105,2937880,21610,.592,13886,.381,.027
Lincoln,Kansas,2939,719,105,2937880,1283,.8129999999999999,266,.168,.019
Linn,Kansas,9591,599,105,2937880,4048,.802,896,.178,.02
Logan,Kansas,2762,1073,105,2937880,1249,.857,186,.128,.015
Lyon,Kansas,32179,851,105,2937880,7550,.54,6055,.433,.027
Marion,Kansas,11823,903,105,2937880,4465,.731,1516,.248,.021
Marshall,Kansas,10038,900,105,2937880,3729,.729,1259,.246,.025
McPherson,Kansas,30223,943,105,2937880,9964,.6899999999999999,4134,.286,.0240000000000001
Meade,Kansas,4055,978,105,2937880,1523,.835,263,.144,.021
Miami,Kansas,34191,577,105,2937880,12308,.6860000000000001,5247,.293,.021
Mitchell,Kansas,5796,700,105,2937880,2504,.8070000000000001,558,.18,.013
Montgomery,Kansas,31486,645,105,2937880,9931,.74,3228,.24,.02
Morris,Kansas,5386,697,105,2937880,2124,.733,729,.251,.016
Morton,Kansas,2701,730,105,2937880,1034,.863,150,.125,.012
Nemaha,Kansas,10273,719,105,2937880,4664,.821,927,.163,.016
Neosho,Kansas,15904,572,105,2937880,4970,.723,1796,.261,.016
Ness,Kansas,2687,1075,105,2937880,1339,.885,149,.098,.017
Norton,Kansas,5459,878,105,2937880,2007,.831,364,.151,.018
Osage,Kansas,15766,704,105,2937880,5705,.71,2136,.266,.024
Osborne,Kansas,3500,893,105,2937880,1629,.838,281,.144,.018
Ottawa,Kansas,5735,721,105,2937880,2610,.8179999999999999,506,.159,.023
Pawnee,Kansas,6253,754,105,2937880,2045,.747,643,.235,.018
Phillips,Kansas,4981,886,105,2937880,2418,.869,318,.114,.017
Pottawatomie,Kansas,25348,844,105,2937880,9452,.722,3313,.253,.025
Pratt,Kansas,9157,735,105,2937880,3108,.751,933,.226,.023
Rawlins,Kansas,2561,1070,105,2937880,1261,.838,214,.142,.02
Reno,Kansas,61898,1254,105,2937880,18443,.66,8886,.318,.022
Republic,Kansas,4674,716,105,2937880,2182,.821,424,.16,.019
Rice,Kansas,9427,727,105,2937880,3262,.755,965,.223,.022
Riley,Kansas,71959,610,105,2937880,11610,.461,12765,.507,.0319999999999999
Rooks,Kansas,4919,888,105,2937880,2325,.861,339,.126,.013
Rush,Kansas,2956,718,105,2937880,1350,.805,295,.176,.019
Russell,Kansas,6691,885,105,2937880,2790,.805,600,.173,.022
Saline,Kansas,54303,720,105,2937880,15722,.641,8214,.335,.024
Scott,Kansas,5151,718,105,2937880,2014,.856,299,.127,.017
Sedgwick,Kansas,523824,1000,105,2937880,122416,.547,95870,.429,.024
Seward,Kansas,21964,640,105,2937880,3372,.637,1833,.346,.017
Shawnee,Kansas,178909,550,105,2937880,40443,.472,43015,.502,.026
Sheridan,Kansas,2447,896,105,2937880,1282,.887,147,.102,.011
Sherman,Kansas,5927,1056,105,2937880,2269,.832,396,.145,.023
Smith,Kansas,3570,896,105,2937880,1763,.828,336,.158,.014
Stafford,Kansas,4072,792,105,2937880,1645,.8090000000000001,357,.176,.015
Stanton,Kansas,2084,680,105,2937880,614,.791,148,.191,.018
Stevens,Kansas,5250,728,105,2937880,1760,.867,237,.117,.016
Sumner,Kansas,22382,1182,105,2937880,8105,.742,2591,.237,.021
Thomas,Kansas,7930,1075,105,2937880,3130,.822,625,.164,.014
Trego,Kansas,2808,888,105,2937880,1363,.836,242,.148,.016
Wabaunsee,Kansas,6877,798,105,2937880,2845,.729,964,.247,.024
Wallace,Kansas,1512,914,105,2937880,770,.9330000000000001,44,.053,.0139999999999999
Washington,Kansas,5530,898,105,2937880,2363,.82,475,.165,.015
Wichita,Kansas,2152,719,105,2937880,808,.835,149,.154,.011
Wilson,Kansas,8624,574,105,2937880,3153,.797,723,.183,.02
Woodson,Kansas,3115,501,105,2937880,1228,.794,294,.19,.016
Wyandotte,Kansas,169245,151,105,2937880,18934,.333,36788,.648,.019
Adair,Kentucky,18903,407,120,4505836,7276,.83,1392,.159,.011
Allen,Kentucky,20588,3446,120,4505836,7587,.8100000000000001,1642,.175,.015
Anderson,Kentucky,23852,203,120,4505836,9661,.729,3348,.253,.018
Ballard,Kentucky,7728,251,120,4505836,3356,.794,825,.195,.011
Barren,Kentucky,44485,491,120,4505836,14654,.731,5127,.256,.013
Bath,Kentucky,12750,279,120,4505836,3986,.708,1573,.28,.012
Bell,Kentucky,24097,361,120,4505836,8140,.8100000000000001,1789,.178,.012
Boone,Kentucky,135968,246,120,4505836,44814,.669,20901,.312,.019
Bourbon,Kentucky,20252,291,120,4505836,6190,.642,3296,.342,.016
Boyd,Kentucky,48261,160,120,4505836,14295,.658,7083,.326,.016
Boyle,Kentucky,30614,182,120,4505836,8872,.613,5298,.366,.021
Bracken,Kentucky,8400,203,120,4505836,3398,.801,800,.189,.01
Breathitt,Kentucky,13718,495,120,4505836,4265,.753,1301,.23,.017
Breckinridge,Kentucky,20432,572,120,4505836,7701,.755,2350,.23,.015
Bullitt,Kentucky,82217,299,120,4505836,30708,.732,10552,.251,.017
Butler,Kentucky,12371,428,120,4505836,4960,.8100000000000001,1079,.176,.014
Caldwell,Kentucky,12649,347,120,4505836,4906,.763,1433,.223,.014
Calloway,Kentucky,37103,386,120,4505836,11352,.651,5797,.332,.017
Campbell,Kentucky,93076,152,120,4505836,28482,.583,19374,.397,.02
Carlisle,Kentucky,4826,192,120,4505836,2159,.8179999999999999,463,.176,.0060000000000001
Carroll,Kentucky,10810,130,120,4505836,2954,.714,1116,.27,.016
Carter,Kentucky,26627,411,120,4505836,8775,.757,2642,.228,.015
Casey,Kentucky,15941,446,120,4505836,6179,.862,918,.128,.01
Christian,Kentucky,72748,721,120,4505836,15080,.632,8296,.348,.02
Clark,Kentucky,36972,254,120,4505836,11811,.652,6004,.331,.017
Clay,Kentucky,20345,471,120,4505836,6677,.88,831,.109,.011
Clinton,Kentucky,9253,198,120,4505836,4280,.868,603,.122,.01
Crittenden,Kentucky,8990,362,120,4505836,3451,.8139999999999999,731,.172,.0140000000000001
Cumberland,Kentucky,5888,306,120,4505836,2769,.837,508,.154,.009
Daviess,Kentucky,103312,462,120,4505836,31025,.63,17286,.351,.019
Edmonson,Kentucky,12126,303,120,4505836,4828,.787,1227,.2,.013
Elliott,Kentucky,7354,234,120,4505836,2246,.75,712,.238,.012
Estill,Kentucky,14163,254,120,4505836,5100,.78,1355,.207,.013
Fayette,Kentucky,322570,284,120,4505836,58860,.385,90600,.593,.022
Fleming,Kentucky,15082,351,120,4505836,5534,.783,1474,.209,.008
Floyd,Kentucky,35942,394,120,4505836,12250,.749,3884,.238,.013
Franklin,Kentucky,51541,210,120,4505836,12900,.495,12652,.485,.02
Fulton,Kentucky,6515,209,120,4505836,1606,.662,794,.327,.011
Gallatin,Kentucky,8690,105,120,4505836,2955,.768,822,.214,.018
Garrard,Kentucky,16953,231,120,4505836,6754,.776,1830,.21,.014
Grant,Kentucky,24941,260,120,4505836,8725,.786,2205,.199,.015
Graves,Kentucky,36649,556,120,4505836,13206,.776,3560,.209,.015
Grayson,Kentucky,26420,504,120,4505836,9453,.789,2400,.2,.011
Green,Kentucky,11107,289,120,4505836,4838,.832,920,.158,.01
Greenup,Kentucky,35962,346,120,4505836,13064,.719,4873,.268,.013
Hancock,Kentucky,9095,189,120,4505836,3145,.6860000000000001,1351,.295,.019
Hardin,Kentucky,110702,628,120,4505836,29832,.61,18101,.37,.02
Harlan,Kentucky,26831,467,120,4505836,9367,.854,1494,.136,.01
Harrison,Kentucky,18692,310,120,4505836,6334,.715,2400,.271,.014
Hart,Kentucky,19288,416,120,4505836,6345,.758,1908,.228,.014
Henderson,Kentucky,44793,440,120,4505836,12730,.615,7639,.369,.016
Henry,Kentucky,15678,289,120,4505836,5843,.721,2142,.264,.015
Hickman,Kentucky,4521,244,120,4505836,1714,.779,458,.208,.013
Hopkins,Kentucky,45423,551,120,4505836,15757,.733,5439,.253,.014
Jackson,Kentucky,12955,346,120,4505836,5453,.892,605,.099,.009
Jefferson,Kentucky,782969,385,120,4505836,150646,.39,228358,.591,.019
Jessamine,Kentucky,52991,173,120,4505836,17096,.651,8567,.326,.023
Johnson,Kentucky,22680,262,120,4505836,8450,.829,1608,.158,.013
Kenton,Kentucky,169064,163,120,4505836,48129,.586,32271,.393,.021
Knott,Kentucky,14251,352,120,4505836,4780,.765,1412,.226,.009
Knox,Kentucky,30193,388,120,4505836,11012,.83,2114,.159,.011
LaRue,Kentucky,14867,263,120,4505836,5685,.779,1504,.206,.015
Laurel,Kentucky,62613,436,120,4505836,23237,.827,4475,.159,.014
Lawrence,Kentucky,16293,419,120,4505836,5633,.8100000000000001,1238,.178,.012
Lee,Kentucky,7395,210,120,4505836,2273,.8110000000000001,481,.172,.017
Leslie,Kentucky,10513,404,120,4505836,4321,.898,446,.093,.009
Letcher,Kentucky,21548,339,120,4505836,7226,.791,1799,.197,.012
Lewis,Kentucky,13080,484,120,4505836,4986,.848,823,.14,.012
Lincoln,Kentucky,24275,337,120,4505836,8489,.778,2254,.207,.015
Livingston,Kentucky,8888,316,120,4505836,4010,.802,939,.188,.01
Logan,Kentucky,27432,556,120,4505836,9067,.734,3094,.251,.015
Lyon,Kentucky,8680,216,120,4505836,3100,.733,1092,.258,.009
Madison,Kentucky,92701,441,120,4505836,27356,.623,15581,.355,.022
Magoffin,Kentucky,11637,310,120,4505836,4174,.766,1214,.223,.011
Marion,Kentucky,19581,347,120,4505836,6113,.6850000000000001,2722,.305,.01
Marshall,Kentucky,31659,305,120,4505836,13297,.755,4071,.231,.014
Martin,Kentucky,11287,231,120,4505836,3496,.89,403,.103,.007
Mason,Kentucky,17120,241,120,4505836,5477,.6879999999999999,2362,.297,.0150000000000001
McCracken,Kentucky,67875,251,120,4505836,21820,.651,11195,.334,.015
McCreary,Kentucky,16888,428,120,4505836,5664,.88,725,.113,.007
McLean,Kentucky,9152,254,120,4505836,3633,.76,1074,.225,.015
Meade,Kentucky,30003,308,120,4505836,10185,.722,3632,.257,.021
Menifee,Kentucky,6113,204,120,4505836,2311,.745,750,.242,.013
Mercer,Kentucky,22641,251,120,4505836,8506,.725,3033,.258,.017
Metcalfe,Kentucky,10286,291,120,4505836,3959,.79,975,.195,.015
Monroe,Kentucky,11338,331,120,4505836,4628,.868,657,.123,.009
Montgomery,Kentucky,28114,199,120,4505836,8993,.701,3630,.283,.0160000000000001
Morgan,Kentucky,13726,381,120,4505836,4301,.776,1175,.212,.012
Muhlenberg,Kentucky,30928,475,120,4505836,10497,.738,3545,.249,.013
Nelson,Kentucky,46738,423,120,4505836,15703,.676,7188,.309,.015
Nicholas,Kentucky,7537,197,120,4505836,2408,.709,955,.281,.01
Ohio,Kentucky,23772,594,120,4505836,8582,.771,2404,.216,.013
Oldham,Kentucky,67607,189,120,4505836,22654,.597,14505,.382,.021
Owen,Kentucky,11278,352,120,4505836,4292,.787,1098,.201,.012
Owsley,Kentucky,4051,198,120,4505836,1671,.881,216,.114,.005
Pendleton,Kentucky,14644,280,120,4505836,5515,.796,1322,.191,.013
Perry,Kentucky,28473,342,120,4505836,8129,.765,2356,.222,.013
Pike,Kentucky,58669,788,120,4505836,20284,.799,4866,.192,.009
Powell,Kentucky,13129,180,120,4505836,4041,.734,1367,.248,.018
Pulaski,Kentucky,65034,662,120,4505836,25442,.8070000000000001,5666,.18,.013
Robertson,Kentucky,2193,100,120,4505836,884,.771,253,.221,.008
Rockcastle,Kentucky,16037,318,120,4505836,6577,.845,1134,.146,.009
Rowan,Kentucky,24662,281,120,4505836,5994,.596,3880,.386,.018
Russell,Kentucky,17991,254,120,4505836,7519,.84,1331,.149,.011
Scott,Kentucky,57155,285,120,4505836,17767,.614,10567,.365,.021
Shelby,Kentucky,48065,384,120,4505836,15055,.639,8077,.343,.018
Simpson,Kentucky,19594,236,120,4505836,5888,.674,2681,.307,.019
Spencer,Kentucky,19490,186,120,4505836,8737,.764,2530,.221,.015
Taylor,Kentucky,26023,270,120,4505836,9376,.749,2963,.237,.014
Todd,Kentucky,12243,376,120,4505836,4062,.758,1205,.225,.017
Trigg,Kentucky,14061,443,120,4505836,5487,.744,1791,.243,.013
Trimble,Kentucky,8474,149,120,4505836,3227,.747,1012,.234,.019
Union,Kentucky,13668,345,120,4505836,4965,.755,1529,.233,.012
Warren,Kentucky,134554,545,120,4505836,31791,.574,22479,.406,.02
Washington,Kentucky,12027,301,120,4505836,4482,.72,1644,.264,.016
Wayne,Kentucky,19555,459,120,4505836,7430,.804,1700,.184,.012
Webster,Kentucky,13017,335,120,4505836,4506,.752,1412,.236,.012
Whitley,Kentucky,36712,440,120,4505836,12567,.819,2552,.166,.015
Wolfe,Kentucky,6562,223,120,4505836,2097,.704,839,.282,.0140000000000001
Woodford,Kentucky,26871,191,120,4505836,8362,.55,6530,.429,.021
Acadia Parish,Louisiana,57576,658,64,4657757,22596,.795,5443,.191,.014
Allen Parish,Louisiana,22750,766,64,4657757,7574,.772,2108,.215,.013
Ascension Parish,Louisiana,126500,303,64,4657757,40687,.653,20399,.327,.02
Assumption Parish,Louisiana,21039,364,64,4657757,7271,.647,3833,.341,.012
Avoyelles Parish,Louisiana,39693,866,64,4657757,12028,.696,4979,.288,.0160000000000001
Beauregard Parish,Louisiana,36549,1166,64,4657757,13575,.83,2542,.155,.015
Bienville Parish,Louisiana,12981,822,64,4657757,3891,.552,3067,.435,.013
Bossier Parish,Louisiana,128746,867,64,4657757,38074,.697,15662,.287,.0160000000000001
Caddo Parish,Louisiana,237848,937,64,4657757,48021,.458,55110,.525,.017
Calcasieu Parish,Louisiana,216785,1094,64,4657757,55066,.666,25982,.314,.02
Caldwell Parish,Louisiana,9645,541,64,4657757,3976,.835,745,.156,.009
Cameron Parish,Louisiana,5617,1932,64,4657757,3671,.909,324,.08,.011
Catahoula Parish,Louisiana,8906,739,64,4657757,3541,.729,1269,.261,.01
Claiborne Parish,Louisiana,14170,768,64,4657757,3770,.573,2731,.415,.0120000000000001
Concordia Parish,Louisiana,18687,749,64,4657757,5550,.629,3177,.36,.011
De Soto Parish,Louisiana,26812,895,64,4657757,9112,.618,5457,.37,.012
East Baton Rouge Parish,Louisiana,456781,471,64,4657757,88420,.425,115577,.555,.0199999999999999
