county,state,pop_county,area,num_county,pop_state,rep_vote,rep_vote_pct,dem_vote,dem_vote_pct,third_pct,total_hispanic_2010,total_hispanic_2020,_merge
Greene,Tennessee,70152,622,95,6910840,22259,.793,5199,.185,.022,1690,2535,Matched (3)
Ross,Ohio,77093,688.40997,88,11799448,22278,.669,10557,.317,.014,748,1031,Matched (3)
Pushmataha,Oklahoma,10812,1397,77,3959353,4016,.847,668,.141,.012,280,376,Matched (3)
Cullman,Alabama,87866,734.84003,67,5024279,36880,.883,4478,.107,.01,3454,4146,Matched (3)
Northumberland,Virginia,11839,192,133,8631393,3252,.417,4485,.576,.007,382,351,Matched (3)
Park,Wyoming,29624,6943,23,576851,12813,.772,3410,.205,.023,1365,1697,Matched (3)
Wasco,Oregon,26670,2381,36,4237256,6604,.47,7035,.501,.029,3743,5017,Matched (3)
Ware,Georgia,36251,903,159,10711908,4169,.294,9903,.698,.008,1207,1612,Matched (3)
Kings,California,152486,1390,58,39538224,18699,.426,24072,.549,.025,77866,86607,Matched (3)
DeSoto,Mississippi,185314,478,82,2961279,46462,.61,28265,.371,.019,8086,10161,Matched (3)
Bristol Bay Borough,Alaska,844,482,30,733391,304,.6008,193,.3814,.0178,24,45,Matched (3)
Blount,Alabama,59134,644.78003,67,5024279,24711,.897,2640,.096,.007,4626,5771,Matched (3)
Mathews,Virginia,8533,86,133,8631393,1825,.314,3901,.671,.0149999999999999,104,197,Matched (3)
Decatur,Indiana,26472,373,92,6785528,9575,.779,2439,.199,.022,426,614,Matched (3)
Warren,North Carolina,18642,444,100,10439388,3752,.365,6400,.623,.012,692,739,Matched (3)
Crawford,Georgia,12130,325,159,10711908,1615,.265,4428,.726,.009,301,415,Matched (3)
Greenville,South Carolina,525534,795,46,5118425,150021,.581,103030,.399,.02,36495,58025,Matched (3)
Bolivar,Mississippi,30985,876,82,2961279,4671,.34,8904,.648,.0119999999999999,639,794,Matched (3)
Hamilton,Nebraska,9429,544,93,1961504,4309,.779,1118,.202,.019,181,320,Matched (3)
Del Norte,California,27743,1008,58,39538224,4677,.408,6461,.5639999999999999,.0280000000000001,5093,5321,Matched (3)
Delaware,Indiana,111903,392,92,6785528,26827,.5570000000000001,20474,.425,.018,2088,3533,Matched (3)
Hancock,Maine,55478,2351,16,1362359,19366,.548,14980,.424,.028,594,969,Matched (3)
Sagadahoc,Maine,36699,370,16,1362359,13528,.5629999999999999,9755,.406,.031,453,649,Matched (3)
Otero,Colorado,18690,1267.66,64,5773714,3605,.376,5756,.601,.023,7596,7702,Matched (3)
Nevada,Arkansas,8310,620.78003,75,3011524,2133,.635,1076,.32,.045,220,354,Matched (3)
Boone,Kentucky,135968,246,120,4505836,44814,.669,20901,.312,.019,4205,7707,Matched (3)
Pamlico,North Carolina,12276,566,100,10439388,4849,.636,2713,.356,.008,412,496,Matched (3)
Avoyelles Parish,Louisiana,39693,866,64,4657757,12028,.696,4979,.288,.0160000000000001,606,1485,Matched (3)
Worth,Georgia,20784,570,159,10711908,2395,.258,6830,.736,.006,335,381,Matched (3)
Barnstable,Massachusetts,228996,396,14,7029917,91994,.614,55311,.369,.017,4687,7908,Matched (3)
Whatcom,Washington,226847,2107,39,7705281,83660,.608,50489,.367,.025,15756,22825,Matched (3)
Holmes,Mississippi,17000,756,82,2961279,1369,.169,6588,.8120000000000001,.0189999999999999,134,112,Matched (3)
Gage,Nebraska,21704,855,93,1961504,7445,.673,3385,.306,.021,385,635,Matched (3)
Des Moines,Iowa,38910,416,99,3190369,10592,.532,8893,.447,.021,1042,1245,Matched (3)
Campbell,Tennessee,39272,480,95,6910840,12331,.826,2441,.163,.011,472,500,Matched (3)
Sevier,Utah,21522,1918,29,3271616,9052,.874,1084,.105,.021,932,1053,Matched (3)
Perkins,Nebraska,2858,883,93,1961504,1321,.856,199,.129,.015,95,146,Matched (3)
Deuel,South Dakota,4295,624,66,886667,1699,.723,609,.259,,86,137,Matched (3)
Ontario,New York,112458,662,62,20201248,29025,.487,29039,.487,.026,3679,6113,Matched (3)
Quitman,Mississippi,6176,405,82,2961279,1026,.318,2150,.666,.0159999999999999,55,21,Matched (3)
Dickens,Texas,1770,904,254,29145504,853,.863,130,.132,.005,708,512,Matched (3)
Carter,Oklahoma,48003,824,77,3959353,14699,.755,4470,.229,.016,2528,3622,Matched (3)
Owyhee,Idaho,11913,7678,44,1839106,3819,.805,816,.172,.023,2979,2915,Matched (3)
Moody,South Dakota,6336,520,66,886667,1951,.609,1179,.368,,111,314,Matched (3)
Macoupin,Illinois,44967,386,102,12812508,7365,.307,16153,.672,.021,418,570,Matched (3)
Clay,Florida,218245,601,67,21538088,84480,.679,38317,.308,.013,14609,23134,Matched (3)
Hale,Alabama,14785,643.94,67,5024279,3192,.404,4663,.591,.005,140,149,Matched (3)
Centre,Pennsylvania,158172,1112,67,13002700,40055,.517,36372,.469,.014,3690,5651,Matched (3)
Durham,North Carolina,324833,298,100,10439388,32459,.181,144688,.8070000000000001,.0119999999999999,36077,50104,Matched (3)
Dickinson,Iowa,17703,381,99,3190369,7438,.662,3661,.326,.012,178,406,Matched (3)
Cibola,New Mexico,27172,4540,33,2117522,4745,.533,3975,.446,.021,9934,8644,Matched (3)
Monroe,Pennsylvania,168327,617,67,13002700,44060,.526,38726,.462,.012,22288,28558,Matched (3)
Iberia Parish,Louisiana,69929,1031,64,4657757,21251,.65,11027,.337,.013,2299,3897,Matched (3)
Morrow,Ohio,34950,406.22,88,11799448,14077,.763,4048,.219,.018,380,580,Matched (3)
Aitkin,Minnesota,15697,1819.3,87,5706494,3607,.36,6258,.625,.015,151,220,Matched (3)
Portage,Ohio,161791,492.39001,88,11799448,45990,.555,35661,.43,.015,2073,3505,Matched (3)
Barber,Kansas,4228,1134,105,2937880,2014,.86,291,.124,.016,119,162,Matched (3)
Dodge,Minnesota,20867,439.5,87,5706494,4079,.336,7783,.64,.0239999999999999,915,1057,Matched (3)
Iron,Wisconsin,6137,758.16998,72,5893718,1533,.383,2438,.609,.008,35,72,Matched (3)
Nelson,North Dakota,3015,982,53,779094,1141,.645,586,.331,.024,33,69,Matched (3)
Turner,Georgia,9006,286,159,10711908,1409,.372,2349,.62,.008,282,372,Matched (3)
Escambia,Florida,321905,664,67,21538088,96674,.5679999999999999,70929,.416,.0160000000000001,14061,20793,Matched (3)
Clarke,Virginia,14783,177,133,8631393,3920,.422,5192,.5590000000000001,.019,490,887,Matched (3)
Richland,Illinois,15813,360,102,12812508,1830,.227,6089,.755,.018,205,273,Matched (3)
Dooly,Georgia,11208,393,159,10711908,1911,.466,2159,.526,.008,862,797,Matched (3)
Cross,Arkansas,16833,622.33002,75,3011524,4946,.712,1772,.255,.033,266,352,Matched (3)
Sabine Parish,Louisiana,22155,1012,64,4657757,8776,.828,1731,.163,.009,820,710,Matched (3)
Irion,Texas,1513,1052,254,29145504,759,.854,120,.135,.011,407,349,Matched (3)
Dunklin,Missouri,28283,546,115,6154913,8135,.781,2200,.211,.008,1727,2042,Matched (3)
Douglas,Colorado,357978,842.29999,64,5773714,104653,.452,121270,.524,.024,21392,34110,Matched (3)
Douglas,Georgia,144237,199,159,10711908,42814,.62,25454,.368,.012,11125,16035,Matched (3)
Tuscola,Michigan,53323,914,83,10077331,8712,.296,20297,.6889999999999999,.015,1571,1808,Matched (3)
Kanawha,West Virginia,180745,903,55,1793716,46398,.5639999999999999,34344,.418,.0180000000000001,1812,2720,Matched (3)
Eau Claire,Wisconsin,105710,637.97998,72,5893718,31620,.544,25341,.436,.02,1804,3118,Matched (3)
Calhoun,Texas,20106,512,254,29145504,5641,.718,2148,.273,.009,9922,9858,Matched (3)
Big Horn,Wyoming,11521,3137,23,576851,4806,.841,788,.138,.021,984,1069,Matched (3)
Baker,Florida,28259,585,67,21538088,11911,.847,2037,.145,.008,520,973,Matched (3)
Chaves,New Mexico,65157,6071,33,2117522,6381,.284,15656,.698,.018,34139,37097,Matched (3)
Lincoln,Tennessee,35319,570,95,6910840,12281,.787,2919,.187,.026,885,1268,Matched (3)
Pawnee,Nebraska,2544,432,93,1961504,1071,.749,322,.225,.026,35,39,Matched (3)
Kerr,Texas,52598,1106,254,29145504,20879,.753,6524,.235,.012,11895,13598,Matched (3)
Geneva,Alabama,26659,574.40997,67,5024279,10848,.866,1595,.127,.007,920,1296,Matched (3)
DuPage,Illinois,932877,327,102,12812508,281222,.58,193611,.399,.021,121506,144291,Matched (3)
Marshall,Alabama,97612,565.84003,67,5024279,33191,.839,5943,.15,.011,11238,15658,Matched (3)
Juneau City and Borough,Alaska,32255,2704,30,733391,6210,.3511,10834,.6125,.0364,1588,2077,Matched (3)
Duchesne,Utah,19596,3256,29,3271616,7513,.881,843,.099,.02,1117,1285,Matched (3)
Jersey,Illinois,21512,369,102,12812508,2961,.248,8712,.73,.022,222,327,Matched (3)
Mineral,Montana,4535,1220,56,1084225,1828,.713,686,.268,.019,80,147,Matched (3)
Westchester,New York,1004457,500,62,20201248,312371,.676,144713,.313,.011,207032,269334,Matched (3)
Madison,Arkansas,16521,837.06,75,3011524,5658,.77,1563,.213,.017,759,890,Matched (3)
Harrison,Iowa,14582,697,99,3190369,5569,.6840000000000001,2440,.3,.016,183,293,Matched (3)
Trego,Kansas,2808,888,105,2937880,1363,.836,242,.148,.016,51,64,Matched (3)
Worth,Iowa,7443,400,99,3190369,2738,.62,1596,.362,.018,147,211,Matched (3)
Lincoln,Arkansas,12941,572.16998,75,3011524,2729,.704,1032,.266,.03,452,619,Matched (3)
Towns,Georgia,12493,166,159,10711908,1550,.194,6384,.8,.006,206,415,Matched (3)
Williamson,Illinois,67153,420,102,12812508,10206,.303,22801,.678,.019,1301,1779,Matched (3)
Caldwell Parish,Louisiana,9645,541,64,4657757,3976,.835,745,.156,.009,222,221,Matched (3)
Tillamook,Oregon,27390,1102,36,4237256,8066,.48,8354,.497,.023,2284,2946,Matched (3)
Early,Georgia,10854,511,159,10711908,2450,.472,2710,.522,.006,171,186,Matched (3)
Jefferson,Kentucky,782969,385,120,4505836,150646,.39,228358,.591,.019,32542,59021,Matched (3)
Rensselaer,New York,161130,665,62,20201248,40969,.517,36500,.461,.022,6080,9482,Matched (3)
Charlevoix,Michigan,26054,1391,83,10077331,6939,.408,9841,.579,.0130000000000001,359,425,Matched (3)
Logan,Colorado,21528,1845.3101,64,5773714,2218,.211,8087,.768,.021,3551,3511,Matched (3)
Trempealeau,Wisconsin,30760,732.96997,72,5893718,6285,.409,8833,.575,.016,1667,3957,Matched (3)
Smyth,Virginia,29800,452,133,8631393,3008,.213,10963,.777,.01,527,558,Matched (3)
Norman,Minnesota,6441,876.27002,87,5706494,1404,.409,1953,.569,.022,276,288,Matched (3)
Ector,Texas,165171,901,254,29145504,32697,.733,11367,.255,.012,72331,100051,Matched (3)
Eddy,New Mexico,62314,4182,33,2117522,5424,.234,17454,.752,.014,23731,31307,Matched (3)
Eddy,North Dakota,2347,632,53,779094,854,.678,383,.304,.018,52,77,Matched (3)
Marshall,Indiana,46095,444,92,6785528,13844,.695,5712,.287,.0180000000000001,3971,5251,Matched (3)
Edgecombe,North Carolina,48900,507,100,10439388,9206,.362,16089,.632,.006,2104,2706,Matched (3)
Edgefield,South Carolina,25657,507,46,5118425,8184,.615,4953,.372,.013,1414,1371,Matched (3)
Reno,Kansas,61898,1254,105,2937880,18443,.66,8886,.318,.022,5209,6096,Matched (3)
Treutlen,Georgia,6406,201,159,10711908,952,.309,2101,.6830000000000001,.008,103,170,Matched (3)
Merrick,Nebraska,7668,485,93,1961504,3419,.803,743,.175,.022,271,372,Matched (3)
Simpson,Mississippi,25949,589,82,2961279,7635,.646,4037,.342,.012,387,386,Matched (3)
Edwards,Texas,1422,2120,254,29145504,893,.838,168,.158,.004,1027,718,Matched (3)
Henderson,North Carolina,116281,375,100,10439388,40032,.587,27211,.399,.014,10424,14999,Matched (3)
Randolph,Arkansas,18571,656.03998,75,3011524,5355,.786,1215,.178,.036,283,384,Matched (3)
Walton,Florida,75305,1058,67,21538088,32947,.754,10338,.237,.009,2921,6187,Matched (3)
Rockingham,New Hampshire,314176,695,10,1377529,100064,.503,95858,.482,.015,6142,10257,Matched (3)
Grimes,Texas,29268,794,254,29145504,9432,.76,2833,.228,.012,5652,7361,Matched (3)
Linn,Iowa,230299,718,99,3190369,53364,.42,70874,.5580000000000001,.022,5534,8911,Matched (3)
Elbert,Georgia,19637,369,159,10711908,2879,.314,6226,.679,.0069999999999999,967,996,Matched (3)
Elk,Kansas,2483,648,105,2937880,1140,.838,195,.143,.019,79,101,Matched (3)
Licking,Ohio,178519,686.5,88,11799448,59514,.632,33055,.351,.017,2312,3988,Matched (3)
Hooker,Nebraska,711,721,93,1961504,376,.851,59,.133,.016,8,11,Matched (3)
Madison,Ohio,43824,465.44,88,11799448,13835,.697,5698,.287,.0160000000000001,622,1263,Matched (3)
Bay,Florida,175216,764,67,21538088,66097,.711,25614,.275,.014,8107,13846,Matched (3)
Carroll,Georgia,119148,499,159,10711908,16236,.298,37476,.6879999999999999,.014,6800,9586,Matched (3)
Maury,Tennessee,100974,560,95,6910840,31464,.674,14418,.309,.017,3909,7660,Matched (3)
Rush,Kansas,2956,718,105,2937880,1350,.805,295,.176,.019,84,132,Matched (3)
Falls,Texas,16968,769,254,29145504,4177,.681,1899,.31,.009,3716,3965,Matched (3)
Elmore,Alabama,87977,618.47998,67,5024279,30164,.737,10367,.253,.01,2129,2793,Matched (3)
Elmore,Idaho,28666,3078,44,1839106,7246,.71,2601,.255,.035,4118,5097,Matched (3)
Roosevelt,Montana,10794,2356,56,1084225,1996,.497,1910,.475,.028,132,239,Matched (3)
Emery,Utah,9825,4472,29,3271616,4207,.865,572,.118,.017,654,705,Matched (3)
Crane,Texas,4675,786,254,29145504,1247,.83,241,.16,.01,2409,3158,Matched (3)
Todd,Kentucky,12243,376,120,4505836,4062,.758,1205,.225,.017,494,598,Matched (3)
Gove,Kansas,2718,1072,105,2937880,1291,.878,166,.113,.009,42,83,Matched (3)
Cache,Utah,133154,1173,29,3271616,38032,.661,16650,.289,.05,11216,15076,Matched (3)
Lincoln,West Virginia,20463,438,55,1793716,6012,.768,1711,.219,.013,96,171,Matched (3)
Coryell,Texas,83093,1052,254,29145504,15438,.657,7565,.322,.021,11973,16482,Matched (3)
Orangeburg,South Carolina,84223,1128,46,5118425,13603,.33,27295,.662,.0079999999999999,1767,1967,Matched (3)
Monroe,Illinois,34962,385,102,12812508,6569,.311,14142,.669,.02,450,646,Matched (3)
Pitt,North Carolina,170243,655,100,10439388,38982,.446,47252,.541,.013,9202,12968,Matched (3)
Sullivan,New Hampshire,43063,537,10,1377529,12390,.508,11508,.472,.02,493,822,Matched (3)
Somerset,Maryland,24620,611,24,6177224,4241,.419,5739,.5669999999999999,.014,863,1075,Matched (3)
Klickitat,Washington,22735,1872,39,7705281,5959,.442,7237,.537,.021,2171,2913,Matched (3)
Essex,New Jersey,863728,126,21,9288994,266820,.773,75475,.219,.008,159117,210353,Matched (3)
Audrain,Missouri,24962,693,115,6154913,7732,.726,2704,.254,.02,665,731,Matched (3)
Dukes,Massachusetts,20600,104,14,7029917,9914,.777,2631,.206,.017,384,534,Matched (3)
Petersburg Borough,Alaska,3398,2901,30,733391,1002,.6231,534,.3321,.0448,,164,Matched (3)
Monroe,Tennessee,46250,635,95,6910840,16783,.8070000000000001,3764,.181,.012,1448,1937,Matched (3)
Roscommon,Michigan,23459,580,83,10077331,5166,.344,9670,.644,.012,275,434,Matched (3)
Real,Texas,2758,700,254,29145504,1643,.829,320,.161,.01,814,692,Matched (3)
Buchanan,Missouri,84793,410,115,6154913,22450,.613,13445,.367,.02,4674,5600,Matched (3)
Northampton,North Carolina,17471,551,100,10439388,3989,.395,6069,.601,.004,305,353,Matched (3)
Pine,Minnesota,28876,1411.04,87,5706494,5419,.339,10256,.642,.019,723,713,Matched (3)
Guthrie,Iowa,10623,591,99,3190369,4272,.671,1985,.312,.017,202,274,Matched (3)
Kidder,North Dakota,2394,1352,53,779094,1215,.833,221,.152,.015,71,52,Matched (3)
San Bernardino,California,2181654,20062,58,39538224,455859,.542,366257,.436,.022,1001145,1170913,Matched (3)
Harding,New Mexico,657,2126,33,2117522,179,.354,319,.632,.014,299,282,Matched (3)
Wilkinson,Georgia,8877,447,159,10711908,2074,.435,2665,.5590000000000001,.0059999999999999,214,239,Matched (3)
Napa,California,138019,754,58,39538224,49817,.6909999999999999,20676,.287,.0220000000000001,44010,48829,Matched (3)
Fulton,Kentucky,6515,209,120,4505836,1606,.662,794,.327,.011,53,151,Matched (3)
Wells,North Dakota,3982,1271,53,779094,1893,.8,442,.187,.013,21,38,Matched (3)
Piatt,Illinois,16673,439,102,12812508,3329,.339,6248,.636,.025,167,247,Matched (3)
Piute,Utah,1438,766,29,3271616,773,.887,86,.099,.014,109,124,Matched (3)
Hardin,Texas,56231,894,254,29145504,23858,.863,3474,.126,.011,2384,3417,Matched (3)
Faulk,South Dakota,2125,1000,66,886667,964,.8159999999999999,198,.168,,18,46,Matched (3)
Cleveland,North Carolina,99519,469,100,10439388,33798,.66,16955,.331,.009,2756,4039,Matched (3)
St. Louis,Missouri,301578,682,115,6154913,199493,.372,328151,.612,.016,25024,37178,Matched (3)
McPherson,South Dakota,2411,575,66,886667,1075,.8120000000000001,222,.168,,25,53,Matched (3)
Calhoun,Alabama,116441,605.87,67,5024279,35101,.6899999999999999,15216,.299,.0110000000000001,3893,5010,Matched (3)
Sequatchie,Tennessee,15826,266,95,6910840,5855,.8070000000000001,1298,.179,.014,462,621,Matched (3)
Screven,Georgia,14067,648,159,10711908,2661,.402,3915,.591,.007,180,287,Matched (3)
Pike,Pennsylvania,58535,567,67,13002700,13019,.4,19213,.59,.01,5173,6719,Matched (3)
Stephens,Oklahoma,42848,877,77,3959353,15560,.8159999999999999,3154,.166,.018,2790,3452,Matched (3)
Fayette,Ohio,28951,406.57999,88,11799448,9473,.751,2975,.236,.013,520,681,Matched (3)
Washington,Kansas,5530,898,105,2937880,2363,.82,475,.165,.015,144,275,Matched (3)
Cecil,Maryland,103725,452,24,6177224,16809,.356,29439,.623,.021,3407,5450,Matched (3)
Montgomery,Kentucky,28114,199,120,4505836,8993,.701,3630,.283,.0160000000000001,660,925,Matched (3)
Washington,Oregon,600372,724,36,4237256,209940,.661,99073,.312,.027,83270,107642,Matched (3)
New Kent,Virginia,22945,210,133,8631393,4621,.32,9631,.668,.0119999999999999,390,731,Matched (3)
Haines Borough,Alaska,2080,2343,30,733391,986,.3755,1579,.6012999999999999,.0232,47,67,Matched (3)
Boyd,Nebraska,1810,540,93,1961504,1010,.876,135,.117,.007,33,33,Matched (3)
Lawrence,Indiana,45011,449,92,6785528,15601,.742,4961,.236,.022,545,765,Matched (3)
Pulaski,Indiana,12514,434,92,6785528,4246,.731,1463,.252,.017,325,458,Matched (3)
Lauderdale,Mississippi,72984,704,82,2961279,17967,.575,12960,.415,.0100000000000001,1448,1789,Matched (3)
North Slope Borough,Alaska,11031,88824,30,733391,1197,.4792,1134,.454,.0669,249,548,Matched (3)
Pickaway,Ohio,58539,501.91,88,11799448,20593,.729,7304,.258,.013,588,903,Matched (3)
Cheyenne,Kansas,2616,1020,105,2937880,1183,.828,224,.157,.015,142,238,Matched (3)
Pend Oreille,Washington,13401,1400,39,7705281,2593,.305,5728,.673,.022,391,448,Matched (3)
Chenango,New York,47220,898.95001,62,20201248,8290,.372,13482,.605,.023,929,1117,Matched (3)
McLennan,Texas,260579,1042,254,29145504,59543,.609,36688,.375,.016,55471,68587,Matched (3)
Woodford,Illinois,38467,527,102,12812508,6160,.287,14799,.6909999999999999,.0220000000000001,527,740,Matched (3)
Blount,Tennessee,135280,559,95,6910840,47369,.711,17932,.269,.02,3441,5709,Matched (3)
Emmet,Michigan,34112,882,83,10077331,9662,.436,12135,.547,.017,429,592,Matched (3)
Brown,Ohio,43676,491.76001,88,11799448,16480,.781,4380,.208,.011,269,487,Matched (3)
Adair,Iowa,7496,569,99,3190369,2917,.699,1198,.287,.0140000000000001,101,186,Matched (3)
King,Washington,2269675,2115,39,7705281,907310,.754,269167,.224,.022,172378,243021,Matched (3)
Coffey,Kansas,8360,630,105,2937880,3489,.764,964,.211,.025,176,221,Matched (3)
Oklahoma,Oklahoma,796292,709,77,3959353,145050,.492,141724,.481,.027,108543,153498,Matched (3)
Multnomah,Oregon,815428,435,36,4237256,367249,.798,82995,.18,.022,80138,103753,Matched (3)
Lunenburg,Virginia,11936,432,133,8631393,2418,.403,3537,.59,.007,470,589,Matched (3)
Allendale,South Carolina,8039,413,46,5118425,835,.232,2718,.756,.012,239,194,Matched (3)
Grant,Washington,99123,2680,39,7705281,11819,.315,24764,.661,.024,34163,42401,Matched (3)
Conejos,Colorado,7461,1290.22,64,5773714,1959,.452,2286,.528,.02,4620,3779,Matched (3)
Danville,Virginia,42590,43,133,8631393,11710,.606,7428,.384,.01,1245,2074,Matched (3)
Coosa,Alabama,10387,650.92999,67,5024279,3631,.663,1796,.328,.009,230,201,Matched (3)
Ouray,Colorado,4874,542.29999,64,5773714,2365,.588,1577,.392,.02,196,292,Matched (3)
Fort Bend,Texas,822779,875,254,29145504,157718,.441,195552,.547,.0119999999999999,138967,198580,Matched (3)
Lafayette,Arkansas,6308,545.07001,75,3011524,1757,.656,839,.313,.031,131,145,Matched (3)
Franklin,Idaho,14194,666,44,1839106,5845,.877,657,.099,.024,838,1023,Matched (3)
Carroll,Virginia,29155,476,133,8631393,2842,.182,12659,.8100000000000001,.008,776,1042,Matched (3)
Navarro,Texas,52624,1071,254,29145504,13800,.722,5101,.267,.011,11345,16049,Matched (3)
Tyler,Texas,19798,923,254,29145504,8194,.848,1403,.145,.007,1487,1520,Matched (3)
Creek,Oklahoma,71754,956,77,3959353,23294,.764,6577,.216,.02,2152,3412,Matched (3)
El Paso,Texas,865657,1013,254,29145504,84331,.316,178126,.668,.0159999999999999,658134,715351,Matched (3)
Lyon,Nevada,59235,1994,17,3104614,8473,.28,20914,.6919999999999999,.028,7674,10339,Matched (3)
Doniphan,Kansas,7510,392,105,2937880,2976,.802,686,.185,.013,165,204,Matched (3)
Ochiltree,Texas,10015,918,254,29145504,2812,.892,302,.096,.012,4982,5470,Matched (3)
Cheyenne,Nebraska,9468,1196,93,1961504,3813,.8,855,.179,.021,610,751,Matched (3)
Franklin,Kentucky,51541,210,120,4505836,12900,.495,12652,.485,.02,1374,2047,Matched (3)
Hughes,South Dakota,17765,741,66,886667,5522,.633,2953,.339,,306,490,Matched (3)
Rice,Minnesota,67097,497.57001,87,5706494,17402,.489,17464,.49,.021,5122,6783,Matched (3)
Marion,Texas,9725,381,254,29145504,3470,.713,1339,.275,.012,328,389,Matched (3)
Meade,South Dakota,29852,3471,66,886667,9875,.722,3285,.24,,773,1301,Matched (3)
Franklin,Nebraska,2889,576,93,1961504,1437,.834,276,.16,.006,33,82,Matched (3)
Hertford,North Carolina,21552,360,100,10439388,3479,.328,7097,.668,.0039999999999999,644,1579,Matched (3)
Grayson,Virginia,15333,443,133,8631393,1535,.189,6529,.804,.0069999999999999,416,596,Matched (3)
Choctaw,Mississippi,8246,419,82,2961279,3001,.711,1185,.281,.008,76,117,Matched (3)
Cambria,Pennsylvania,133472,693,67,13002700,21730,.308,48085,.681,.0109999999999999,2006,2465,Matched (3)
Carter,Missouri,5202,508,115,6154913,2451,.846,418,.144,.01,104,97,Matched (3)
Franklin,Texas,10359,286,254,29145504,4161,.831,804,.161,.008,1333,1455,Matched (3)
Gaston,North Carolina,227943,364,100,10439388,73033,.634,40959,.355,.011,12201,20068,Matched (3)
Gilmer,Georgia,31353,427,159,10711908,2932,.177,13429,.8129999999999999,.01,2677,3599,Matched (3)
Franklin,Florida,12451,534,67,21538088,4675,.6830000000000001,2120,.31,.007,529,675,Matched (3)
Allegany,Maryland,68106,430,24,6177224,9158,.3,20886,.6850000000000001,.0149999999999999,1085,1149,Matched (3)
Franklin Parish,Louisiana,19774,636,64,4657757,6970,.717,2658,.273,.01,196,276,Matched (3)
Frederick,Maryland,271717,540,24,6177224,77675,.537,63682,.44,.023,17135,32119,Matched (3)
Madison,Tennessee,98823,375,95,6910840,23943,.5570000000000001,18390,.428,.015,3306,4722,Matched (3)
Canyon,Idaho,231105,590,44,1839106,61759,.6830000000000001,25881,.286,.031,45069,59166,Matched (3)
