county,state,pop_county,area,num_county,pop_state
Pima,Arizona,1043433,9189,15,7151502
Pinal,Arizona,425264,5374,15,7151502
Santa Cruz,Arizona,47669,1238,15,7151502
Yavapai,Arizona,236209,8128,15,7151502
Yuma,Arizona,203881,5519,15,7151502
Arkansas,Arkansas,17149,1033.79,75,3011524
Ashley,Arkansas,19062,939.08002,75,3011524
Baxter,Arkansas,41627,586.73999,75,3011524
Benton,Arkansas,284333,884.85999,75,3011524
Boone,Arkansas,37373,601.82001,75,3011524
Bradley,Arkansas,10545,654.38,75,3011524
Calhoun,Arkansas,4739,632.53998,75,3011524
Carroll,Arkansas,28260,638.81,75,3011524
Chicot,Arkansas,10208,690.88,75,3011524
Clark,Arkansas,21446,882.59998,75,3011524
Clay,Arkansas,14552,641.12,75,3011524
Cleburne,Arkansas,24711,591.90997,75,3011524
Cleveland,Arkansas,7550,598.79999,75,3011524
Columbia,Arkansas,22801,766.85999,75,3011524
Conway,Arkansas,20715,566.65997,75,3011524
Craighead,Arkansas,111231,712.97998,75,3011524
Crawford,Arkansas,60133,604.20001,75,3011524
Crittenden,Arkansas,48163,636.73999,75,3011524
Cross,Arkansas,16833,622.33002,75,3011524
Dallas,Arkansas,6482,668.15997,75,3011524
Desha,Arkansas,11395,819.52002,75,3011524
Drew,Arkansas,17350,835.65002,75,3011524
Faulkner,Arkansas,123498,664.01001,75,3011524
Franklin,Arkansas,17097,619.69,75,3011524
Fulton,Arkansas,12075,620.32001,75,3011524
Garland,Arkansas,100180,734.57001,75,3011524
Grant,Arkansas,17958,633.01001,75,3011524
Greene,Arkansas,45736,579.65002,75,3011524
Hempstead,Arkansas,20065,741.35999,75,3011524
Hot Spring,Arkansas,33040,622.15997,75,3011524
Howard,Arkansas,12785,595.20001,75,3011524
Independence,Arkansas,37938,771.57001,75,3011524
Izard,Arkansas,13577,584.02002,75,3011524
Jackson,Arkansas,16755,641.45001,75,3011524
Jefferson,Arkansas,67260,913.70001,75,3011524
Johnson,Arkansas,25749,682.73999,75,3011524
Lafayette,Arkansas,6308,545.07001,75,3011524
Lawrence,Arkansas,16216,592.34003,75,3011524
Lee,Arkansas,8600,619.46997,75,3011524
Lincoln,Arkansas,12941,572.16998,75,3011524
Little River,Arkansas,12026,564.87,75,3011524
Logan,Arkansas,21131,731.5,75,3011524
Lonoke,Arkansas,74015,802.42999,75,3011524
Madison,Arkansas,16521,837.06,75,3011524
Marion,Arkansas,16826,640.39001,75,3011524
Miller,Arkansas,42600,637.47998,75,3011524
Mississippi,Arkansas,40685,919.72998,75,3011524
Monroe,Arkansas,6799,621.40997,75,3011524
Montgomery,Arkansas,8484,800.28998,75,3011524
Nevada,Arkansas,8310,620.78003,75,3011524
Newton,Arkansas,7225,823.17999,75,3011524
Ouachita,Arkansas,22650,739.63,75,3011524
Perry,Arkansas,10019,560.46997,75,3011524
Phillips,Arkansas,16568,727.28998,75,3011524
Pike,Arkansas,10171,613.88,75,3011524
Poinsett,Arkansas,22965,763.39001,75,3011524
Polk,Arkansas,19221,862.41998,75,3011524
Pope,Arkansas,63381,830.78998,75,3011524
Prairie,Arkansas,8282,675.76001,75,3011524
Pulaski,Arkansas,399125,807.84003,75,3011524
Randolph,Arkansas,18571,656.03998,75,3011524
St. Francis,Arkansas,23090,642.40002,75,3011524
Saline,Arkansas,123416,730.46002,75,3011524
Scott,Arkansas,9836,898.09003,75,3011524
