county,state,pop_county,num_county,pop_state,rep_vote,rep_vote_pct,dem_vote,dem_vote_pct,third_pct,total_hispanic_2010,total_hispanic_2020
Fremont,Idaho,13388,44,1839106,5548,.826,998,.149,.025,1694,1590
Valley,Idaho,11746,44,1839106,3947,.5590000000000001,2976,.421,.02,386,601
Clark,Idaho,790,44,1839106,264,.849,41,.132,.019,398,288
Gooding,Idaho,15598,44,1839106,4659,.77,1256,.208,.022,4344,4847
Benewah,Idaho,9530,44,1839106,3878,.78,977,.196,.024,235,254
Oneida,Idaho,4564,44,1839106,2148,.876,249,.102,.022,126,178
Teton,Idaho,11630,44,1839106,2858,.45,3318,.523,.027,1721,2020
Adams,Idaho,4379,44,1839106,1941,.751,591,.229,.02,94,152
Franklin,Idaho,14194,44,1839106,5845,.877,657,.099,.024,838,1023
Gem,Idaho,19123,44,1839106,7951,.798,1803,.181,.021,1336,1722
Camas,Idaho,1077,44,1839106,507,.672,149,.198,.1299999999999999,75,59
Minidoka,Idaho,21613,44,1839106,6265,.784,1550,.194,.022,6493,7909
Bear Lake,Idaho,6372,44,1839106,2914,.879,350,.106,.015,216,208
Lewis,Idaho,3533,44,1839106,1489,.796,349,.187,.017,128,138
Nez Perce,Idaho,42090,44,1839106,13738,.655,6686,.319,.026,1109,1630
Bonneville,Idaho,123964,44,1839106,37805,.7,14254,.264,.036,11912,17094
Cassia,Idaho,24655,44,1839106,7907,.821,1464,.152,.0270000000000001,5724,7186
Lemhi,Idaho,7974,44,1839106,3592,.758,1032,.218,.024,181,295
Ada,Idaho,494967,44,1839106,130699,.504,120539,.465,.031,27905,45223
Bannock,Idaho,87018,44,1839106,23331,.59,14682,.371,.039,5587,7993
Payette,Idaho,25386,44,1839106,8862,.785,2161,.191,.024,3363,4268
Idaho,Idaho,16541,44,1839106,7826,.8149999999999999,1561,.163,.022,421,611
Owyhee,Idaho,11913,44,1839106,3819,.805,816,.172,.023,2979,2915
Custer,Idaho,4275,44,1839106,2089,.763,603,.22,.017,176,156
Bonner,Idaho,47110,44,1839106,18369,.672,8310,.304,.024,911,1504
Boundary,Idaho,12056,44,1839106,4937,.782,1220,.193,.025,402,692
Madison,Idaho,52913,44,1839106,13559,.792,2666,.156,.052,2218,5248
Bingham,Idaho,47992,44,1839106,15295,.765,4124,.206,.029,7864,8331
Lincoln,Idaho,5127,44,1839106,1469,.757,414,.213,.03,1476,1639
Jerome,Idaho,24237,44,1839106,5734,.734,1893,.242,.024,6929,9176
Kootenai,Idaho,171362,44,1839106,62837,.702,24312,.272,.026,5268,8756
Blaine,Idaho,24272,44,1839106,4032,.303,8919,.671,.026,4272,5021
Shoshone,Idaho,13169,44,1839106,4216,.697,1693,.28,.023,380,450
Butte,Idaho,2574,44,1839106,1202,.849,188,.133,.018,119,134
Canyon,Idaho,231105,44,1839106,61759,.6830000000000001,25881,.286,.031,45069,59166
Washington,Idaho,10500,44,1839106,4154,.777,1073,.201,.022,1716,1662
Power,Idaho,7878,44,1839106,2116,.6879999999999999,865,.281,.031,2328,2624
Jefferson,Idaho,30891,44,1839106,12099,.854,1661,.117,.029,2641,3256
Harlan,Nebraska,3073,93,1961504,1615,.838,282,.146,.016,45,90
Jefferson,Nebraska,7240,93,1961504,2616,.704,1016,.273,.023,200,361
Webster,Nebraska,3395,93,1961504,1511,.805,335,.179,.016,133,148
Holt,Nebraska,10127,93,1961504,4769,.861,686,.124,.015,305,521
Red Willow,Nebraska,10702,93,1961504,4525,.83,811,.149,.021,462,687
Butler,Nebraska,8369,93,1961504,3542,.787,873,.194,.019,195,482
Blaine,Nebraska,431,93,1961504,280,.883,35,.11,.007,0,11
Dawes,Nebraska,8199,93,1961504,2931,.711,1082,.263,.026,306,328
Keith,Nebraska,8335,93,1961504,3544,.8120000000000001,763,.175,.013,474,750
Sheridan,Nebraska,5127,93,1961504,2292,.858,340,.127,.015,171,222
Cherry,Nebraska,5455,93,1961504,2844,.871,373,.114,.015,95,148
Boyd,Nebraska,1810,93,1961504,1010,.876,135,.117,.007,33,33
Grant,Nebraska,611,93,1961504,375,.9330000000000001,20,.05,.0169999999999999,7,12
Gage,Nebraska,21704,93,1961504,7445,.673,3385,.306,.021,385,635
Custer,Nebraska,10545,93,1961504,5090,.849,786,.131,.02,216,388
Thayer,Nebraska,5034,93,1961504,2308,.774,624,.209,.017,76,136
Saline,Nebraska,14292,93,1961504,3631,.629,1986,.344,.027,2870,4067
Wheeler,Nebraska,774,93,1961504,438,.873,59,.118,.009,6,20
Kearney,Nebraska,6688,93,1961504,2822,.783,701,.195,.022,244,385
Buffalo,Nebraska,50084,93,1961504,16640,.705,6350,.269,.026,3432,5062
Frontier,Nebraska,2519,93,1961504,1229,.853,189,.131,.016,35,81
Seward,Nebraska,17609,93,1961504,6490,.71,2438,.267,.023,272,496
Washington,Nebraska,20865,93,1961504,8583,.6909999999999999,3554,.286,.0230000000000001,419,619
Cheyenne,Nebraska,9468,93,1961504,3813,.8,855,.179,.021,610,751
Dawson,Nebraska,24111,93,1961504,6524,.711,2497,.272,.017,7746,8643
Clay,Nebraska,6104,93,1961504,2848,.8,632,.178,.022,502,523
Box Butte,Nebraska,10842,93,1961504,4002,.772,1051,.203,.025,1157,1246
Adams,Nebraska,31205,93,1961504,10085,.6909999999999999,4213,.289,.0200000000000001,2544,3659
Hamilton,Nebraska,9429,93,1961504,4309,.779,1118,.202,.019,181,320
Arthur,Nebraska,434,93,1961504,260,.915,21,.074,.011,19,12
Cass,Nebraska,26598,93,1961504,10121,.662,4737,.31,.028,608,988
Polk,Nebraska,5214,93,1961504,2291,.796,530,.184,.02,156,259
Dixon,Nebraska,5606,93,1961504,2335,.757,651,.211,.032,622,796
Sherman,Nebraska,2959,93,1961504,1322,.779,343,.202,.019,31,82
York,Nebraska,14125,93,1961504,5337,.747,1630,.228,.025,555,839
Hayes,Nebraska,856,93,1961504,494,.925,34,.064,.011,33,63
Knox,Nebraska,8391,93,1961504,3721,.792,905,.193,.015,155,185
Rock,Nebraska,1262,93,1961504,744,.885,84,.1,.015,2,20
Platte,Nebraska,34296,93,1961504,12186,.778,3260,.208,.014,4452,7252
Greeley,Nebraska,2188,93,1961504,1016,.8080000000000001,229,.182,.01,51,52
Pierce,Nebraska,7317,93,1961504,3462,.864,480,.12,.016,93,142
Thomas,Nebraska,669,93,1961504,377,.883,45,.105,.012,12,29
Garden,Nebraska,1874,93,1961504,1016,.85,161,.135,.015,80,88
Chase,Nebraska,3893,93,1961504,1740,.873,226,.113,.014,442,562
Johnson,Nebraska,5290,93,1961504,1518,.681,647,.29,.029,435,629
Saunders,Nebraska,22278,93,1961504,9108,.715,3331,.262,.023,415,585
Dodge,Nebraska,37167,93,1961504,10984,.651,5544,.329,.02,3689,6083
Nuckolls,Nebraska,4095,93,1961504,1857,.806,409,.178,.016,97,118
Hitchcock,Nebraska,2616,93,1961504,1264,.86,175,.119,.021,42,87
Boone,Nebraska,5379,93,1961504,2653,.825,499,.155,.02,65,183
Otoe,Nebraska,15912,93,1961504,5649,.679,2490,.299,.022,902,1262
Cuming,Nebraska,9013,93,1961504,3507,.788,870,.195,.017,754,1112
Fillmore,Nebraska,5551,93,1961504,2359,.753,693,.221,.026,178,177
Perkins,Nebraska,2858,93,1961504,1321,.856,199,.129,.015,95,146
Hall,Nebraska,62895,93,1961504,16189,.664,7681,.315,.021,13653,19181
Phelps,Nebraska,8968,93,1961504,4157,.83,752,.15,.02,373,551
Pawnee,Nebraska,2544,93,1961504,1071,.749,322,.225,.026,35,39
Burt,Nebraska,6722,93,1961504,2580,.6919999999999999,1063,.285,.0230000000000001,126,172
Kimball,Nebraska,3434,93,1961504,1563,.834,268,.143,.023,244,262
Dundy,Nebraska,1654,93,1961504,883,.884,105,.105,.011,117,103
Nance,Nebraska,3380,93,1961504,1437,.786,359,.196,.018,65,60
Thurston,Nebraska,6773,93,1961504,1180,.508,1122,.483,.009,190,260
Sioux,Nebraska,1135,93,1961504,642,.881,72,.099,.02,52,43
Banner,Nebraska,674,93,1961504,362,.883,43,.105,.012,26,51
Lincoln,Nebraska,34676,93,1961504,13071,.764,3692,.216,.02,2602,3011
Franklin,Nebraska,2889,93,1961504,1437,.834,276,.16,.006,33,82
Garfield,Nebraska,1813,93,1961504,933,.868,133,.124,.008,15,24
Howard,Nebraska,6475,93,1961504,2786,.796,648,.185,.019,109,146
Logan,Nebraska,716,93,1961504,407,.904,38,.084,.012,13,23
Loup,Nebraska,607,93,1961504,370,.8149999999999999,75,.165,.02,13,18
McPherson,Nebraska,399,93,1961504,275,.911,17,.056,.033,2,3
Valley,Nebraska,4059,93,1961504,1901,.8120000000000001,412,.176,.012,79,116
Furnas,Nebraska,4636,93,1961504,2163,.832,399,.153,.015,132,220
Antelope,Nebraska,6295,93,1961504,3093,.863,452,.126,.011,178,221
Colfax,Nebraska,10582,93,1961504,2636,.709,1025,.276,.015,4315,4993
Brown,Nebraska,2903,93,1961504,1470,.876,191,.114,.01,29,176
Dakota,Nebraska,21582,93,1961504,3926,.578,2744,.404,.018,7419,8811
Hooker,Nebraska,711,93,1961504,376,.851,59,.133,.016,8,11
Douglas,Nebraska,584526,93,1961504,119159,.433,150350,.547,.0199999999999999,57804,80820
Lancaster,Nebraska,322608,93,1961504,70092,.449,82293,.527,.0239999999999999,16685,25844
Nemaha,Nebraska,7074,93,1961504,2428,.709,921,.269,.022,133,208
Deuel,Nebraska,1838,93,1961504,871,.844,141,.137,.019,75,100
Merrick,Nebraska,7668,93,1961504,3419,.803,743,.175,.022,271,372
Morrill,Nebraska,4555,93,1961504,2113,.826,386,.151,.023,687,648
Richardson,Nebraska,7871,93,1961504,3073,.745,996,.241,.014,112,155
Gosper,Nebraska,1893,93,1961504,893,.799,215,.192,.009,49,95
Sarpy,Nebraska,190604,93,1961504,51979,.543,41206,.431,.026,11569,20055
Madison,Nebraska,35585,93,1961504,11940,.757,3478,.221,.022,4504,5514
Wayne,Nebraska,9697,93,1961504,3055,.727,1022,.243,.03,401,991
Scotts Bluff,Nebraska,36084,93,1961504,10952,.708,4196,.271,.021,7785,8203
Cedar,Nebraska,8380,93,1961504,4174,.835,725,.145,.02,113,186
Stanton,Nebraska,5842,93,1961504,2561,.8100000000000001,532,.168,.0219999999999999,281,352
Keya Paha,Nebraska,769,93,1961504,476,.9,49,.093,.007,4,20
San Juan,New Mexico,121661,33,2117522,18083,.346,32874,.629,.025,24776,23630
De Baca,New Mexico,1698,33,2117522,231,.256,656,.728,.016,779,654
Socorro,New Mexico,16595,33,2117522,3722,.52,3255,.455,.025,8664,8353
Chaves,New Mexico,65157,33,2117522,6381,.284,15656,.698,.018,34139,37097
Lincoln,New Mexico,20269,33,2117522,3194,.31,6942,.674,.0159999999999999,6110,6496
Hidalgo,New Mexico,4178,33,2117522,823,.417,1120,.5669999999999999,.016,2769,2390
Sandoval,New Mexico,148834,33,2117522,40588,.53,34174,.446,.024,46129,57617
McKinley,New Mexico,72902,33,2117522,18029,.681,7801,.295,.024,9473,8611
Rio Arriba,New Mexico,40363,33,2117522,10990,.661,5408,.325,.014,28703,27159
Grant,New Mexico,28185,33,2117522,7590,.526,6553,.454,.02,14252,13466
Santa Fe,New Mexico,154823,33,2117522,62530,.76,18329,.223,.017,73015,74377
Cibola,New Mexico,27172,33,2117522,4745,.533,3975,.446,.021,9934,8644
Union,New Mexico,4079,33,2117522,383,.214,1388,.776,.01,1805,1596
San Miguel,New Mexico,27201,33,2117522,7888,.6840000000000001,3421,.297,.019,22583,20490
Harding,New Mexico,657,33,2117522,179,.354,319,.632,.014,299,282
Roosevelt,New Mexico,19191,33,2117522,1802,.273,4634,.701,.026,7913,8397
Los Alamos,New Mexico,19419,33,2117522,7554,.614,4278,.348,.038,2646,3435
Bernalillo,New Mexico,676444,33,2117522,193757,.61,116135,.366,.024,317089,329481
Catron,New Mexico,3579,33,2117522,595,.256,1698,.73,.014,709,602
Curry,New Mexico,48430,33,2117522,4307,.285,10444,.6919999999999999,.0230000000000001,19117,21796
Quay,New Mexico,8746,33,2117522,1170,.302,2634,.68,.0179999999999999,3834,3848
Eddy,New Mexico,62314,33,2117522,5424,.234,17454,.752,.014,23731,31307
Sierra,New Mexico,11576,33,2117522,2265,.381,3542,.596,.023,3352,3311
Luna,New Mexico,25427,33,2117522,3563,.44,4408,.544,.016,15423,16670
Lea,New Mexico,74455,33,2117522,4061,.194,16531,.79,.016,33063,45193
Dona Ana,New Mexico,219561,33,2117522,47957,.58,32802,.397,.023,137514,147672
Valencia,New Mexico,76205,33,2117522,14263,.442,17364,.538,.02,44605,45775
Mora,New Mexico,4189,33,2117522,1745,.65,903,.336,.014,3953,3301
Colfax,New Mexico,12387,33,2117522,2611,.434,3271,.544,.022,6488,5878
Taos,New Mexico,34489,33,2117522,13121,.764,3715,.216,.02,18381,17430
Guadalupe,New Mexico,4452,33,2117522,1234,.5639999999999999,917,.419,.0170000000000001,3730,3436
Otero,New Mexico,67839,33,2117522,8485,.36,14521,.616,.024,22026,26152
Torrance,New Mexico,15045,33,2117522,2344,.322,4772,.655,.0229999999999999,6399,6265
Hartford,Connecticut,896854,8,2645829,159024,.3539,283368,.6306,.0155,136783,166275
Bourbon,Kansas,14360,105,2937880,5023,.752,1541,.231,.017,309,386
Osage,Kansas,15766,105,2937880,5705,.71,2136,.266,.024,330,457
Finney,Kansas,38470,105,2937880,7236,.613,4325,.367,.02,17182,19883
Lane,Kansas,1574,105,2937880,762,.851,115,.128,.021,74,143
Rush,Kansas,2956,105,2937880,1350,.805,295,.176,.019,84,132
Geary,Kansas,36739,105,2937880,5323,.554,3983,.415,.031,4252,5776
Hodgeman,Kansas,1723,105,2937880,875,.837,154,.147,.016,118,96
Clark,Kansas,1991,105,2937880,904,.847,143,.134,.019,163,203
Greeley,Kansas,1284,105,2937880,549,.856,78,.122,.022,171,199
Wallace,Kansas,1512,105,2937880,770,.9330000000000001,44,.053,.0139999999999999,108,80
Rooks,Kansas,4919,105,2937880,2325,.861,339,.126,.013,107,116
Morton,Kansas,2701,105,2937880,1034,.863,150,.125,.012,623,591
Rawlins,Kansas,2561,105,2937880,1261,.838,214,.142,.02,80,159
Cloud,Kansas,9032,105,2937880,3242,.76,920,.216,.024,283,319
Russell,Kansas,6691,105,2937880,2790,.805,600,.173,.022,115,236
Meade,Kansas,4055,105,2937880,1523,.835,263,.144,.021,676,797
Linn,Kansas,9591,105,2937880,4048,.802,896,.178,.02,186,238
Phillips,Kansas,4981,105,2937880,2418,.869,318,.114,.017,121,142
Douglas,Kansas,118785,105,2937880,17286,.291,40785,.6860000000000001,.023,5651,8295
Washington,Kansas,5530,105,2937880,2363,.82,475,.165,.015,144,275
Stanton,Kansas,2084,105,2937880,614,.791,148,.191,.018,828,909
Ottawa,Kansas,5735,105,2937880,2610,.8179999999999999,506,.159,.023,121,144
Cowley,Kansas,34549,105,2937880,9656,.679,4273,.3,.021,3292,3971
McPherson,Kansas,30223,105,2937880,9964,.6899999999999999,4134,.286,.0240000000000001,1025,1592
Smith,Kansas,3570,105,2937880,1763,.828,336,.158,.014,57,67
Montgomery,Kansas,31486,105,2937880,9931,.74,3228,.24,.02,1844,2414
Grant,Kansas,7352,105,2937880,1936,.774,518,.207,.019,3439,3862
Wichita,Kansas,2152,105,2937880,808,.835,149,.154,.011,550,636
Saline,Kansas,54303,105,2937880,15722,.641,8214,.335,.024,5403,6642
Clay,Kansas,8117,105,2937880,3177,.76,894,.214,.026,162,218
Morris,Kansas,5386,105,2937880,2124,.733,729,.251,.016,212,227
Franklin,Kansas,25996,105,2937880,8479,.68,3690,.296,.024,937,1147
Labette,Kansas,20184,105,2937880,5735,.67,2655,.31,.02,875,939
Neosho,Kansas,15904,105,2937880,4970,.723,1796,.261,.016,686,910
Greenwood,Kansas,6016,105,2937880,2444,.794,569,.185,.021,220,204
Haskell,Kansas,3780,105,2937880,1122,.796,268,.19,.014,1149,1119
Brown,Kansas,9508,105,2937880,3262,.73,1104,.247,.023,306,352
Johnson,Kansas,609863,105,2937880,155631,.448,184259,.531,.021,38949,54389
Shawnee,Kansas,178909,105,2937880,40443,.472,43015,.502,.026,19303,23861
Cherokee,Kansas,19362,105,2937880,6766,.741,2194,.24,.019,424,514
Jefferson,Kansas,18368,105,2937880,6334,.648,3194,.327,.025,339,567
Kingman,Kansas,7470,105,2937880,3130,.793,752,.19,.017,199,268
Norton,Kansas,5459,105,2937880,2007,.831,364,.151,.018,240,311
Coffey,Kansas,8360,105,2937880,3489,.764,964,.211,.025,176,221
Doniphan,Kansas,7510,105,2937880,2976,.802,686,.185,.013,165,204
Jackson,Kansas,13232,105,2937880,4517,.6860000000000001,1881,.286,.028,438,630
Ford,Kansas,34287,105,2937880,5803,.651,2947,.331,.018,17321,19666
Scott,Kansas,5151,105,2937880,2014,.856,299,.127,.017,753,1027
Trego,Kansas,2808,105,2937880,1363,.836,242,.148,.016,51,64
Gove,Kansas,2718,105,2937880,1291,.878,166,.113,.009,42,83
Thomas,Kansas,7930,105,2937880,3130,.822,625,.164,.014,370,632
Sheridan,Kansas,2447,105,2937880,1282,.887,147,.102,.011,84,145
Dickinson,Kansas,18402,105,2937880,7126,.762,2060,.22,.018,769,905
Reno,Kansas,61898,105,2937880,18443,.66,8886,.318,.022,5209,6096
Allen,Kansas,12526,105,2937880,4218,.716,1570,.266,.018,392,502
Kearny,Kansas,3983,105,2937880,1164,.8,267,.184,.016,1135,1396
Lincoln,Kansas,2939,105,2937880,1283,.8129999999999999,266,.168,.019,72,130
Marion,Kansas,11823,105,2937880,4465,.731,1516,.248,.021,296,442
Crawford,Kansas,38972,105,2937880,10045,.603,6179,.371,.026,1762,2716
Butler,Kansas,67380,105,2937880,22634,.696,9181,.282,.0220000000000001,2602,3578
Ellsworth,Kansas,6376,105,2937880,2148,.753,648,.227,.02,322,365
Pottawatomie,Kansas,25348,105,2937880,9452,.722,3313,.253,.025,957,1429
Barton,Kansas,25493,105,2937880,8608,.773,2340,.21,.017,3683,4127
Barber,Kansas,4228,105,2937880,2014,.86,291,.124,.016,119,162
Wilson,Kansas,8624,105,2937880,3153,.797,723,.183,.02,217,261
Atchison,Kansas,16348,105,2937880,4906,.659,2359,.317,.024,383,583
Harper,Kansas,5485,105,2937880,2168,.8100000000000001,461,.172,.018,298,425
Wyandotte,Kansas,169245,105,2937880,18934,.333,36788,.648,.019,41633,55814
Graham,Kansas,2415,105,2937880,1080,.8080000000000001,228,.171,.0209999999999999,59,62
Anderson,Kansas,7836,105,2937880,2929,.772,782,.206,.022,123,155
Mitchell,Kansas,5796,105,2937880,2504,.8070000000000001,558,.18,.013,73,157
Logan,Kansas,2762,105,2937880,1249,.857,186,.128,.015,80,195
Gray,Kansas,5653,105,2937880,1911,.835,341,.149,.016,855,839
Ness,Kansas,2687,105,2937880,1339,.885,149,.098,.017,229,305
Sherman,Kansas,5927,105,2937880,2269,.832,396,.145,.023,647,773
Jewell,Kansas,2932,105,2937880,1387,.852,212,.13,.018,63,62
Sedgwick,Kansas,523824,105,2937880,122416,.547,95870,.429,.024,64636,82630
Lyon,Kansas,32179,105,2937880,7550,.54,6055,.433,.027,6755,7256
Hamilton,Kansas,2518,105,2937880,698,.8129999999999999,141,.164,.023,827,1084
Leavenworth,Kansas,81881,105,2937880,21610,.592,13886,.381,.027,4308,5602
Harvey,Kansas,34024,105,2937880,10182,.588,6747,.39,.022,3747,4055
Rice,Kansas,9427,105,2937880,3262,.755,965,.223,.022,1018,1290
Decatur,Kansas,2764,105,2937880,1260,.841,218,.146,.013,30,76
Riley,Kansas,71959,105,2937880,11610,.461,12765,.507,.0319999999999999,4610,7470
Osborne,Kansas,3500,105,2937880,1629,.838,281,.144,.018,46,66
Stevens,Kansas,5250,105,2937880,1760,.867,237,.117,.016,1866,2020
Seward,Kansas,21964,105,2937880,3372,.637,1833,.346,.017,12990,14406
Pratt,Kansas,9157,105,2937880,3108,.751,933,.226,.023,525,741
Wabaunsee,Kansas,6877,105,2937880,2845,.729,964,.247,.024,205,317
Miami,Kansas,34191,105,2937880,12308,.6860000000000001,5247,.293,.021,828,1196
Nemaha,Kansas,10273,105,2937880,4664,.821,927,.163,.016,121,266
Chautauqua,Kansas,3379,105,2937880,1402,.855,212,.129,.016,87,138
Woodson,Kansas,3115,105,2937880,1228,.794,294,.19,.016,69,71
Republic,Kansas,4674,105,2937880,2182,.821,424,.16,.019,53,91
Marshall,Kansas,10038,105,2937880,3729,.729,1259,.246,.025,193,227
Edwards,Kansas,2907,105,2937880,1141,.797,271,.189,.014,534,623
Ellis,Kansas,28934,105,2937880,9758,.707,3737,.271,.022,1299,2016
Cheyenne,Kansas,2616,105,2937880,1183,.828,224,.157,.015,142,238
Pawnee,Kansas,6253,105,2937880,2045,.747,643,.235,.018,461,522
Sumner,Kansas,22382,105,2937880,8105,.742,2591,.237,.021,1097,1254
Kiowa,Kansas,2460,105,2937880,980,.841,156,.134,.025,99,87
Elk,Kansas,2483,105,2937880,1140,.838,195,.143,.019,79,101
Comanche,Kansas,1689,105,2937880,762,.832,126,.138,.03,73,98
Chase,Kansas,2572,105,2937880,1123,.753,345,.231,.016,100,222
Stafford,Kansas,4072,105,2937880,1645,.8090000000000001,357,.176,.015,529,503
Warren,Mississippi,44722,82,2961279,10365,.492,10442,.496,.012,896,876
Carroll,Mississippi,9998,82,2961279,3924,.6879999999999999,1729,.303,.0090000000000001,106,154
Marion,Mississippi,24441,82,2961279,8273,.679,3787,.311,.01,336,406
Tallahatchie,Mississippi,12715,82,2961279,2488,.438,3105,.546,.016,866,425
Simpson,Mississippi,25949,82,2961279,7635,.646,4037,.342,.012,387,386
Clay,Mississippi,18636,82,2961279,4181,.41,5844,.574,.0160000000000001,199,186
Forrest,Mississippi,78158,82,2961279,17290,.546,13755,.435,.019,2637,3258
Claiborne,Mississippi,9135,82,2961279,603,.136,3772,.848,.016,74,72
Franklin,Mississippi,7675,82,2961279,2923,.655,1480,.332,.013,47,60
Tishomingo,Mississippi,18850,82,2961279,7933,.868,1059,.116,.016,553,537
Yazoo,Mississippi,26743,82,2961279,4832,.463,5496,.527,.0099999999999999,1301,1076
Neshoba,Mississippi,29087,82,2961279,8320,.711,3260,.279,.01,469,434
Attala,Mississippi,17889,82,2961279,5178,.587,3542,.401,.012,323,331
Calhoun,Mississippi,13266,82,2961279,4625,.702,1902,.289,.0090000000000001,805,747
Noxubee,Mississippi,10285,82,2961279,1240,.232,4040,.757,.011,92,172
Lauderdale,Mississippi,72984,82,2961279,17967,.575,12960,.415,.0100000000000001,1448,1789
Marshall,Mississippi,33752,82,2961279,7566,.478,8057,.509,.013,1192,1540
Wilkinson,Mississippi,8587,82,2961279,1324,.321,2749,.666,.013,41,70
Lamar,Mississippi,64222,82,2961279,20704,.727,7340,.258,.015,1205,2362
Monroe,Mississippi,34180,82,2961279,11177,.648,5874,.34,.012,355,473
Walthall,Mississippi,13884,82,2961279,4220,.593,2835,.398,.009,238,203
Greene,Mississippi,13530,82,2961279,4794,.825,966,.166,.009,133,171
Perry,Mississippi,11511,82,2961279,4500,.761,1362,.23,.009,119,154
Jones,Mississippi,67246,82,2961279,21226,.705,8517,.283,.0120000000000001,3199,4139
Chickasaw,Mississippi,17106,82,2961279,4175,.513,3810,.468,.019,643,642
Issaquena,Mississippi,1338,82,2961279,308,.456,355,.525,.019,8,128
Jefferson,Mississippi,7260,82,2961279,531,.136,3327,.851,.013,28,74
Jasper,Mississippi,16367,82,2961279,4302,.492,4341,.497,.011,136,169
Montgomery,Mississippi,9822,82,2961279,2917,.575,2121,.418,.0070000000000001,97,106
